concept_label_group,accuracy,precision,recall,f1,num_records,support,group_count
unmapped,0.0009321526066981823,0.11764705882352941,0.0009321526066981823,0.001849649887699828,35858555,15019,1
laboratory value,0.02533197139938713,0.0563269736338545,0.02533197139938713,0.029047871213427934,2725291,4895,321
medication,0.0034707158351409977,0.00810875487712033,0.0034707158351409977,0.003522689783863637,806430,4610,694
respiratory,0.0037562604340567614,0.006834611362344651,0.0037562604340567614,0.0029186789566031366,94617627,2396,121
fluid balance,0.0013679890560875513,0.007232378504608326,0.0013679890560875513,0.002182511211238982,783449,2193,27
hemodynamics,0.008458646616541353,0.0072753202651658026,0.008458646616541353,0.004879122198282167,37934422,1064,63
nice data,0.038910505836575876,0.07239655244550437,0.038910505836575876,0.03896365594904078,50149,257,58
infectiology,0.0,0.0,0.0,0.0,1898971,238,28
neurology,0.0,0.0,0.0,0.0,450739,230,13
renal replacement therapy,0.009302325581395349,0.0037446861715428855,0.009302325581395349,0.004677855260084748,6893561,215,37
clinical score,0.005235602094240838,0.014543339150668994,0.005235602094240838,0.00769941484447182,1307556,191,28
position,0.0,0.0,0.0,0.0,46743,141,3
demographics,0.03669724770642202,0.2701325178389398,0.03669724770642202,0.04100191019397885,14814,109,11
admission information,0.0,0.0,0.0,0.0,16469,57,8
lda,0.0,0.0,0.0,0.0,894,40,7
sofa score,0.0,0.0,0.0,0.0,92844,28,20
