,concept_label,precision,recall,f1,support,accuracy,balanced_accuracy,num_records,concept_label_group,relevance
0,unmapped,0.212,0.052,0.083,24673,0.052,0.052,40597029,unmapped,irrelevant
1,temperature_source_text,0.386,0.266,0.315,64,0.266,0.266,36261,infectiology,relevant
2,tracheostomy_size,0.089,0.714,0.159,7,0.714,0.714,1527,respiratory,relevant
3,gcs_motor,0.125,0.419,0.193,43,0.419,0.419,62331,neurology,relevant
4,gcs_eye,0.191,0.342,0.245,38,0.342,0.342,62941,neurology,relevant
5,gcs_verbal,0.139,0.381,0.204,42,0.381,0.381,60838,neurology,relevant
6,crrt_mode,0.028,0.385,0.053,13,0.385,0.385,262732,renal replacement therapy,relevant
7,type_administered_o2,0.233,0.226,0.229,439,0.226,0.226,82333,respiratory,relevant
8,fio2_hiflow,0.000,0.000,0.000,4,0.000,0.000,6962,respiratory,relevant
9,o2_flow_high_flow_oxygen,0.214,0.096,0.132,94,0.096,0.096,154280,respiratory,relevant
10,restrictive_policy,0.006,0.036,0.010,28,0.036,0.036,11867,admission information,relevant
11,lactate_dehydrogenase_unspecified,0.759,0.647,0.698,34,0.647,0.647,6138,laboratory value,relevant
12,cam_icu_score,0.091,0.214,0.128,14,0.214,0.214,24917,clinical score,relevant
13,amylase_unspecified,0.667,0.444,0.533,9,0.444,0.444,399,laboratory value,relevant
14,picco_pulse_pressure_variation,0.000,0.000,0.000,4,0.000,0.000,29726,hemodynamics,relevant
15,ultrafiltration_cvvh_measured,0.000,0.000,0.000,4,0.000,0.000,30867,renal replacement therapy,relevant
16,access_pressure_cvvh,0.026,0.143,0.043,14,0.143,0.143,58831,renal replacement therapy,relevant
17,return_pressure_cvvh,0.111,0.400,0.174,10,0.400,0.400,54209,renal replacement therapy,relevant
18,crrt_duration,0.000,0.000,0.000,1,0.000,0.000,498,renal replacement therapy,relevant
19,blood_flow_cvvh,0.714,0.227,0.345,22,0.227,0.227,529625,renal replacement therapy,relevant
20,effluent_pressure_cvvh,0.364,0.444,0.400,9,0.444,0.444,26220,renal replacement therapy,relevant
21,fluid_out_cvvh_dialysis_cumulative,0.000,0.000,0.000,3,0.000,0.000,95884,fluid balance,relevant
22,ultrafiltration_cvvh_set,0.044,0.294,0.076,17,0.294,0.294,523760,renal replacement therapy,relevant
23,citrate_dosage_cvvh,0.500,0.111,0.182,9,0.111,0.111,425036,renal replacement therapy,relevant
24,pain_score_text,0.329,0.426,0.371,54,0.426,0.426,48432,clinical score,relevant
25,substitution_volume_cvvh,0.000,0.000,0.000,7,0.000,0.000,182922,renal replacement therapy,relevant
26,extravascular_lung_water_index,0.250,0.300,0.273,10,0.300,0.300,1315,hemodynamics,relevant
27,global_end_diastolic_volume_index,0.021,0.077,0.033,13,0.077,0.077,12047,hemodynamics,relevant
28,procalcitonin_unspecified,0.500,0.043,0.080,23,0.043,0.043,11333,laboratory value,relevant
29,ntpro_bnp_unspecified,0.025,0.111,0.041,18,0.111,0.111,429,laboratory value,relevant
30,troponin_i_hs,0.000,0.000,0.000,8,0.000,0.000,1600,laboratory value,relevant
31,glucose_measured_unspecified,0.901,0.725,0.804,706,0.725,0.725,90550,laboratory value,relevant
32,vancomycin_level,0.163,0.538,0.250,13,0.538,0.538,669,laboratory value,relevant
33,nice_adm_source,0.000,0.000,0.000,14,0.000,0.000,7036,nice data,relevant
34,pain_score_bps,0.028,0.500,0.053,2,0.500,0.500,4371,clinical score,relevant
35,fluid_in_flush,0.273,0.189,0.223,143,0.189,0.189,6235,fluid balance,relevant
36,pupil_diameter_right,0.353,0.600,0.444,20,0.600,0.600,57165,neurology,relevant
37,end_tidal_co2_measured,0.386,0.415,0.400,41,0.415,0.415,3819258,respiratory,relevant
38,respiratory_rate_measured,0.023,0.100,0.038,20,0.100,0.100,2745787,respiratory,relevant
39,nice_covid19Status,0.000,0.000,0.000,5,0.000,0.000,2056,nice data,relevant
40,ph_arterial,0.000,0.000,0.000,33,0.000,0.000,58004,laboratory value,relevant
