,overall,relevant,irrelevant
1,0.6904408494348877,0.5245633181178109,0.826906553036281
2,0.7997240156859483,0.6644157136007085,0.9103347897850527
3,0.8343702452941985,0.7132561363545505,0.9320484048085268
4,0.8491968991176378,0.7365736873067855,0.9384113984455331
5,0.8592585378741782,0.7517849533176608,0.942963484818454
6,0.8662067057859354,0.7633283349958198,0.9448131347061539
7,0.8696337875821464,0.7689889497450701,0.9456831412312029
8,0.872861008694876,0.7740540733533092,0.9467857638979745
9,0.8757413433107719,0.7765360625542234,0.9501229906625331
10,0.8777517998350811,0.7799894297604202,0.9504819604193311
