,concept_label,precision,recall,f1,support,accuracy,balanced_accuracy,num_records,concept_label_group,relevance
0,unmapped,0.118,0.001,0.002,15019,0.001,0.001,35858555,unmapped,irrelevant
1,temperature_source_text,0.000,0.000,0.000,45,0.000,0.000,25865,infectiology,relevant
2,tracheostomy_size,0.000,0.000,0.000,6,0.000,0.000,1143,respiratory,relevant
3,gcs_motor,0.000,0.000,0.000,35,0.000,0.000,59805,neurology,relevant
4,gcs_eye,0.000,0.000,0.000,34,0.000,0.000,55344,neurology,relevant
5,gcs_verbal,0.000,0.000,0.000,37,0.000,0.000,58039,neurology,relevant
6,crrt_mode,0.000,0.000,0.000,11,0.000,0.000,262508,renal replacement therapy,relevant
7,type_administered_o2,0.019,0.008,0.011,242,0.008,0.008,63278,respiratory,relevant
8,fio2_hiflow,0.000,0.000,0.000,4,0.000,0.000,6962,respiratory,relevant
9,o2_flow_high_flow_oxygen,0.000,0.000,0.000,75,0.000,0.000,154257,respiratory,relevant
10,restrictive_policy,0.000,0.000,0.000,28,0.000,0.000,11867,admission information,relevant
11,lactate_dehydrogenase_unspecified,0.000,0.000,0.000,32,0.000,0.000,6133,laboratory value,relevant
12,cam_icu_score,0.000,0.000,0.000,13,0.000,0.000,21863,clinical score,relevant
13,amylase_unspecified,0.000,0.000,0.000,8,0.000,0.000,398,laboratory value,relevant
14,picco_pulse_pressure_variation,0.000,0.000,0.000,4,0.000,0.000,29726,hemodynamics,relevant
15,ultrafiltration_cvvh_measured,0.000,0.000,0.000,4,0.000,0.000,30867,renal replacement therapy,relevant
16,access_pressure_cvvh,0.000,0.000,0.000,12,0.000,0.000,44770,renal replacement therapy,relevant
17,return_pressure_cvvh,0.000,0.000,0.000,8,0.000,0.000,39245,renal replacement therapy,relevant
18,crrt_duration,0.000,0.000,0.000,1,0.000,0.000,498,renal replacement therapy,relevant
19,blood_flow_cvvh,0.000,0.000,0.000,18,0.000,0.000,528217,renal replacement therapy,relevant
20,effluent_pressure_cvvh,0.000,0.000,0.000,6,0.000,0.000,10470,renal replacement therapy,relevant
21,fluid_out_cvvh_dialysis_cumulative,0.000,0.000,0.000,3,0.000,0.000,95884,fluid balance,relevant
22,ultrafiltration_cvvh_set,0.042,0.059,0.049,17,0.059,0.059,523760,renal replacement therapy,relevant
23,citrate_dosage_cvvh,0.000,0.000,0.000,7,0.000,0.000,424847,renal replacement therapy,relevant
24,pain_score_text,0.111,0.040,0.059,25,0.040,0.040,47286,clinical score,relevant
25,substitution_volume_cvvh,0.000,0.000,0.000,6,0.000,0.000,162746,renal replacement therapy,relevant
26,extravascular_lung_water_index,0.000,0.000,0.000,8,0.000,0.000,1230,hemodynamics,relevant
27,global_end_diastolic_volume_index,0.025,0.182,0.044,11,0.182,0.182,11962,hemodynamics,relevant
28,procalcitonin_unspecified,0.000,0.000,0.000,23,0.000,0.000,11333,laboratory value,relevant
29,ntpro_bnp_unspecified,0.000,0.000,0.000,18,0.000,0.000,429,laboratory value,relevant
30,troponin_i_hs,0.000,0.000,0.000,8,0.000,0.000,1600,laboratory value,relevant
31,glucose_measured_unspecified,0.000,0.000,0.000,705,0.000,0.000,90507,laboratory value,relevant
32,nice_adm_source,0.000,0.000,0.000,14,0.000,0.000,7036,nice data,relevant
33,pain_score_bps,0.000,0.000,0.000,2,0.000,0.000,4371,clinical score,relevant
34,fluid_in_flush,0.000,0.000,0.000,134,0.000,0.000,6123,fluid balance,relevant
35,pupil_diameter_right,0.000,0.000,0.000,11,0.000,0.000,20602,neurology,relevant
36,end_tidal_co2_measured,0.000,0.000,0.000,37,0.000,0.000,3785749,respiratory,relevant
37,respiratory_rate_measured,0.000,0.000,0.000,17,0.000,0.000,2623572,respiratory,relevant
38,nice_covid19Status,0.000,0.000,0.000,5,0.000,0.000,2056,nice data,relevant
39,ph_arterial,0.000,0.000,0.000,33,0.000,0.000,58004,laboratory value,relevant
40,po2_unspecified,0.000,0.000,0.000,6,0.000,0.000,13515,laboratory value,relevant
41,pco2_unspecified,0.000,0.000,0.000,10,0.000,0.000,15054,laboratory value,relevant
42,base_excess_unspecified,0.000,0.000,0.000,17,0.000,0.000,42394,laboratory value,relevant
43,bicarbonate_actual_unspecified,0.000,0.000,0.000,16,0.000,0.000,35955,laboratory value,relevant
44,sodium_unspecified,0.000,0.000,0.000,15,0.000,0.000,7605,laboratory value,relevant
45,potassium_unspecified,0.000,0.000,0.000,13,0.000,0.000,8085,laboratory value,relevant
46,fio2_set,0.000,0.000,0.000,214,0.000,0.000,3842324,respiratory,relevant
47,peak_inspiratory_pressure,0.000,0.000,0.000,20,0.000,0.000,4416894,respiratory,relevant
48,tidal_volume_expiratory_measured,0.000,0.000,0.000,4,0.000,0.000,1478863,respiratory,relevant
49,p01_measured,0.000,0.000,0.000,14,0.000,0.000,1884363,respiratory,relevant
50,arterial_bp_diastolic,0.000,0.000,0.000,10,0.000,0.000,4031569,hemodynamics,relevant
51,arterial_bp_mean,0.000,0.000,0.000,16,0.000,0.000,4254299,hemodynamics,relevant
52,arterial_bp_systolic,0.000,0.000,0.000,10,0.000,0.000,4032628,hemodynamics,relevant
53,cardiac_output_unspecified,0.062,0.077,0.069,13,0.077,0.077,6837,hemodynamics,relevant
54,central_venous_pressure,0.000,0.000,0.000,10,0.000,0.000,1496438,hemodynamics,relevant
55,heart_rate_unspecified,0.000,0.000,0.000,342,0.000,0.000,5240746,hemodynamics,relevant
56,nibp_diastolic,0.000,0.000,0.000,9,0.000,0.000,29407,hemodynamics,relevant
57,nibp_mean,0.000,0.000,0.000,18,0.000,0.000,79294,hemodynamics,relevant
58,nibp_systolic,0.000,0.000,0.000,11,0.000,0.000,38074,hemodynamics,relevant
59,pulmonary_artery_pressure_diastolic,0.000,0.000,0.000,2,0.000,0.000,5021,hemodynamics,relevant
60,pulmonary_artery_pressure_systolic,0.000,0.000,0.000,2,0.000,0.000,5021,hemodynamics,relevant
61,pulmonary_artery_pressure_mean,0.000,0.000,0.000,5,0.000,0.000,17302,hemodynamics,relevant
62,pulmonary_wedge_pressure,0.000,0.000,0.000,3,0.000,0.000,63,hemodynamics,relevant
63,heart_rhythm_text,0.000,0.000,0.000,276,0.000,0.000,147030,hemodynamics,relevant
64,systemic_vascular_resistance_index,0.077,0.111,0.091,9,0.111,0.111,70995,hemodynamics,relevant
65,systemic_vascular_resistance,0.000,0.000,0.000,10,0.000,0.000,13924,hemodynamics,relevant
66,fluid_out_cvvh_dialysis,0.091,0.024,0.038,41,0.024,0.024,16036,fluid balance,relevant
67,stroke_volume_variation,0.000,0.000,0.000,9,0.000,0.000,76877,hemodynamics,relevant
68,fluid_out_urine,0.000,0.000,0.000,82,0.000,0.000,322416,fluid balance,relevant
69,fluid_out_defecation,0.167,0.017,0.031,59,0.017,0.017,16185,fluid balance,relevant
70,fluid_in_tube,0.000,0.000,0.000,275,0.000,0.000,57120,fluid balance,relevant
71,temperature_bladder,0.000,0.000,0.000,8,0.000,0.000,787487,infectiology,relevant
