,concept_label,precision,recall,f1,support,accuracy,num_records,concept_label_group,relevance
0,unmapped,0.23255813953488372,0.0016806722689075631,0.003337226764558652,11900,0.0016806722689075631,32835646,unmapped,irrelevant
1,temperature_source_text,0.0,0.0,0.0,26,0.0,7467,infectiology,relevant
2,tracheostomy_size,0.0,0.0,0.0,6,0.0,1143,respiratory,relevant
3,gcs_motor,0.0,0.0,0.0,30,0.0,52422,neurology,relevant
4,gcs_eye,0.0,0.0,0.0,26,0.0,51294,neurology,relevant
5,gcs_verbal,0.0,0.0,0.0,33,0.0,53090,neurology,relevant
6,crrt_mode,0.0,0.0,0.0,9,0.0,261784,renal replacement therapy,relevant
7,type_administered_o2,0.0,0.0,0.0,145,0.0,62209,respiratory,relevant
8,fio2_hiflow,0.0,0.0,0.0,3,0.0,6633,respiratory,relevant
9,o2_flow_high_flow_oxygen,0.0,0.0,0.0,42,0.0,154206,respiratory,relevant
10,restrictive_policy,0.0,0.0,0.0,27,0.0,11862,admission information,relevant
11,lactate_dehydrogenase_unspecified,0.0,0.0,0.0,28,0.0,6127,laboratory value,relevant
12,cam_icu_score,0.0,0.0,0.0,13,0.0,21863,clinical score,relevant
13,amylase_unspecified,0.0,0.0,0.0,6,0.0,395,laboratory value,relevant
14,picco_pulse_pressure_variation,0.0,0.0,0.0,4,0.0,29726,hemodynamics,relevant
15,ultrafiltration_cvvh_measured,0.0,0.0,0.0,4,0.0,30867,renal replacement therapy,relevant
16,access_pressure_cvvh,0.0,0.0,0.0,12,0.0,44770,renal replacement therapy,relevant
17,return_pressure_cvvh,0.0,0.0,0.0,6,0.0,38264,renal replacement therapy,relevant
18,crrt_duration,0.0,0.0,0.0,1,0.0,498,renal replacement therapy,relevant
19,blood_flow_cvvh,0.0,0.0,0.0,17,0.0,525140,renal replacement therapy,relevant
20,effluent_pressure_cvvh,0.0,0.0,0.0,5,0.0,9680,renal replacement therapy,relevant
21,fluid_out_cvvh_dialysis_cumulative,0.0,0.0,0.0,3,0.0,95884,fluid balance,relevant
22,ultrafiltration_cvvh_set,0.0,0.0,0.0,16,0.0,522959,renal replacement therapy,relevant
23,citrate_dosage_cvvh,0.0,0.0,0.0,7,0.0,424847,renal replacement therapy,relevant
24,pain_score_text,0.1,0.05,0.06666666666666667,20,0.05,47281,clinical score,relevant
25,substitution_volume_cvvh,0.0,0.0,0.0,6,0.0,162746,renal replacement therapy,relevant
26,extravascular_lung_water_index,0.0,0.0,0.0,8,0.0,1230,hemodynamics,relevant
27,global_end_diastolic_volume_index,0.0,0.0,0.0,11,0.0,11962,hemodynamics,relevant
28,procalcitonin_unspecified,0.0,0.0,0.0,22,0.0,11332,laboratory value,relevant
29,ntpro_bnp_unspecified,0.0,0.0,0.0,18,0.0,429,laboratory value,relevant
30,troponin_i_hs,0.0,0.0,0.0,7,0.0,1599,laboratory value,relevant
31,glucose_measured_unspecified,0.0,0.0,0.0,642,0.0,75833,laboratory value,relevant
