,concept_label,precision,recall,f1,support,accuracy,balanced_accuracy,num_records,concept_label_group,relevance
0,unmapped,0.079,0.000,0.001,13717,0.000,0.000,35040151,unmapped,irrelevant
1,temperature_source_text,0.000,0.000,0.000,41,0.000,0.000,14405,infectiology,relevant
2,tracheostomy_size,0.000,0.000,0.000,6,0.000,0.000,1143,respiratory,relevant
3,gcs_motor,0.167,0.031,0.053,32,0.031,0.031,52566,neurology,relevant
4,gcs_eye,0.020,0.033,0.025,30,0.033,0.033,53876,neurology,relevant
5,gcs_verbal,0.000,0.000,0.000,34,0.000,0.000,57714,neurology,relevant
6,crrt_mode,0.000,0.000,0.000,10,0.000,0.000,262500,renal replacement therapy,relevant
7,type_administered_o2,0.071,0.010,0.017,206,0.010,0.010,63117,respiratory,relevant
8,fio2_hiflow,0.000,0.000,0.000,3,0.000,0.000,6633,respiratory,relevant
9,o2_flow_high_flow_oxygen,0.048,0.015,0.023,66,0.015,0.015,154232,respiratory,relevant
10,restrictive_policy,0.000,0.000,0.000,28,0.000,0.000,11867,admission information,relevant
11,lactate_dehydrogenase_unspecified,0.000,0.000,0.000,31,0.000,0.000,6131,laboratory value,relevant
12,cam_icu_score,0.000,0.000,0.000,13,0.000,0.000,21863,clinical score,relevant
13,amylase_unspecified,0.000,0.000,0.000,8,0.000,0.000,398,laboratory value,relevant
14,picco_pulse_pressure_variation,0.000,0.000,0.000,4,0.000,0.000,29726,hemodynamics,relevant
15,ultrafiltration_cvvh_measured,0.000,0.000,0.000,4,0.000,0.000,30867,renal replacement therapy,relevant
16,access_pressure_cvvh,0.000,0.000,0.000,12,0.000,0.000,44770,renal replacement therapy,relevant
17,return_pressure_cvvh,0.000,0.000,0.000,8,0.000,0.000,39245,renal replacement therapy,relevant
18,crrt_duration,0.000,0.000,0.000,1,0.000,0.000,498,renal replacement therapy,relevant
19,blood_flow_cvvh,0.000,0.000,0.000,18,0.000,0.000,528217,renal replacement therapy,relevant
20,effluent_pressure_cvvh,0.000,0.000,0.000,6,0.000,0.000,10470,renal replacement therapy,relevant
21,fluid_out_cvvh_dialysis_cumulative,0.000,0.000,0.000,3,0.000,0.000,95884,fluid balance,relevant
22,ultrafiltration_cvvh_set,0.056,0.062,0.059,16,0.062,0.062,522959,renal replacement therapy,relevant
23,citrate_dosage_cvvh,0.000,0.000,0.000,7,0.000,0.000,424847,renal replacement therapy,relevant
24,pain_score_text,0.000,0.000,0.000,24,0.000,0.000,47285,clinical score,relevant
25,substitution_volume_cvvh,0.000,0.000,0.000,6,0.000,0.000,162746,renal replacement therapy,relevant
26,extravascular_lung_water_index,0.000,0.000,0.000,8,0.000,0.000,1230,hemodynamics,relevant
27,global_end_diastolic_volume_index,0.048,0.091,0.062,11,0.091,0.091,11962,hemodynamics,relevant
28,procalcitonin_unspecified,0.000,0.000,0.000,22,0.000,0.000,11332,laboratory value,relevant
29,ntpro_bnp_unspecified,0.000,0.000,0.000,18,0.000,0.000,429,laboratory value,relevant
30,troponin_i_hs,0.000,0.000,0.000,8,0.000,0.000,1600,laboratory value,relevant
31,glucose_measured_unspecified,0.400,0.003,0.006,699,0.003,0.003,90442,laboratory value,relevant
32,nice_adm_source,0.000,0.000,0.000,14,0.000,0.000,7036,nice data,relevant
33,pain_score_bps,0.000,0.000,0.000,2,0.000,0.000,4371,clinical score,relevant
34,fluid_in_flush,0.000,0.000,0.000,131,0.000,0.000,6071,fluid balance,relevant
35,pupil_diameter_right,0.000,0.000,0.000,11,0.000,0.000,20602,neurology,relevant
36,end_tidal_co2_measured,0.000,0.000,0.000,37,0.000,0.000,3785749,respiratory,relevant
37,respiratory_rate_measured,0.000,0.000,0.000,17,0.000,0.000,2623572,respiratory,relevant
38,nice_covid19Status,0.000,0.000,0.000,5,0.000,0.000,2056,nice data,relevant
39,ph_arterial,0.000,0.000,0.000,32,0.000,0.000,58001,laboratory value,relevant
40,po2_unspecified,0.000,0.000,0.000,6,0.000,0.000,13515,laboratory value,relevant
41,pco2_unspecified,0.000,0.000,0.000,10,0.000,0.000,15054,laboratory value,relevant
42,base_excess_unspecified,0.200,0.059,0.091,17,0.059,0.059,42394,laboratory value,relevant
43,bicarbonate_actual_unspecified,0.000,0.000,0.000,16,0.000,0.000,35955,laboratory value,relevant
44,sodium_unspecified,0.000,0.000,0.000,15,0.000,0.000,7605,laboratory value,relevant
45,potassium_unspecified,0.000,0.000,0.000,10,0.000,0.000,7683,laboratory value,relevant
46,fio2_set,0.000,0.000,0.000,155,0.000,0.000,3837593,respiratory,relevant
47,peak_inspiratory_pressure,0.000,0.000,0.000,20,0.000,0.000,4416894,respiratory,relevant
48,tidal_volume_expiratory_measured,0.000,0.000,0.000,4,0.000,0.000,1478863,respiratory,relevant
49,p01_measured,0.000,0.000,0.000,14,0.000,0.000,1884363,respiratory,relevant
50,arterial_bp_diastolic,0.000,0.000,0.000,10,0.000,0.000,4031569,hemodynamics,relevant
51,arterial_bp_mean,0.000,0.000,0.000,16,0.000,0.000,4254299,hemodynamics,relevant
52,arterial_bp_systolic,0.000,0.000,0.000,10,0.000,0.000,4032628,hemodynamics,relevant
53,cardiac_output_unspecified,0.333,0.385,0.357,13,0.385,0.385,6837,hemodynamics,relevant
54,central_venous_pressure,0.000,0.000,0.000,8,0.000,0.000,1492554,hemodynamics,relevant
55,heart_rate_unspecified,0.000,0.000,0.000,260,0.000,0.000,5240641,hemodynamics,relevant
56,nibp_diastolic,0.000,0.000,0.000,9,0.000,0.000,29407,hemodynamics,relevant
57,nibp_mean,0.000,0.000,0.000,18,0.000,0.000,79294,hemodynamics,relevant
58,nibp_systolic,0.000,0.000,0.000,9,0.000,0.000,29435,hemodynamics,relevant
59,pulmonary_artery_pressure_diastolic,0.000,0.000,0.000,2,0.000,0.000,5021,hemodynamics,relevant
60,pulmonary_artery_pressure_systolic,0.000,0.000,0.000,2,0.000,0.000,5021,hemodynamics,relevant
61,pulmonary_artery_pressure_mean,0.000,0.000,0.000,5,0.000,0.000,17302,hemodynamics,relevant
62,pulmonary_wedge_pressure,0.000,0.000,0.000,3,0.000,0.000,63,hemodynamics,relevant
63,heart_rhythm_text,0.000,0.000,0.000,255,0.000,0.000,146664,hemodynamics,relevant
64,systemic_vascular_resistance_index,0.000,0.000,0.000,9,0.000,0.000,70995,hemodynamics,relevant
65,systemic_vascular_resistance,0.000,0.000,0.000,9,0.000,0.000,13870,hemodynamics,relevant
66,fluid_out_cvvh_dialysis,0.000,0.000,0.000,36,0.000,0.000,15303,fluid balance,relevant
67,stroke_volume_variation,0.000,0.000,0.000,9,0.000,0.000,76877,hemodynamics,relevant
68,fluid_out_urine,0.250,0.049,0.082,81,0.049,0.049,322412,fluid balance,relevant
69,fluid_out_defecation,0.000,0.000,0.000,59,0.000,0.000,16185,fluid balance,relevant
70,fluid_in_tube,0.000,0.000,0.000,254,0.000,0.000,49497,fluid balance,relevant
71,temperature_bladder,0.000,0.000,0.000,8,0.000,0.000,787487,infectiology,relevant
72,temperature_unspecified,0.000,0.000,0.000,31,0.000,0.000,77963,infectiology,relevant
73,temperature_core,0.000,0.000,0.000,5,0.000,0.000,10933,infectiology,relevant
74,stroke_volume_calculated,0.000,0.000,0.000,7,0.000,0.000,80804,hemodynamics,relevant
75,stroke_volume_index,0.000,0.000,0.000,12,0.000,0.000,88969,hemodynamics,relevant
76,inspiratory_pressure_above_peep,0.000,0.000,0.000,42,0.000,0.000,2912321,respiratory,relevant
77,respiratory_rate_measured_spontaneous,0.000,0.000,0.000,11,0.000,0.000,4335494,respiratory,relevant
78,respiratory_rate_measured_ventilator,0.000,0.000,0.000,17,0.000,0.000,3652075,respiratory,relevant
79,peep_unspecified,0.000,0.000,0.000,4,0.000,0.000,803539,respiratory,relevant
80,vent_mode_manual,0.000,0.000,0.000,3,0.000,0.000,28,respiratory,relevant
81,fluid_out_other,0.000,0.000,0.000,73,0.000,0.000,2308,fluid balance,relevant
82,vent_mode,0.043,0.016,0.023,64,0.016,0.016,6151005,respiratory,relevant
83,pupil_diameter_left,0.000,0.000,0.000,13,0.000,0.000,43347,neurology,relevant
84,pupil_reflex_left,0.000,0.000,0.000,14,0.000,0.000,35024,neurology,relevant
85,pupil_reflex_right,0.000,0.000,0.000,14,0.000,0.000,34852,neurology,relevant
86,tidal_volume_expiratory_unspecified,0.000,0.000,0.000,1,0.000,0.000,19097,respiratory,relevant
87,tidal_volume_inspiratory_unspecified,0.000,0.000,0.000,2,0.000,0.000,22013,respiratory,relevant
88,fluid_out_drain,0.250,0.024,0.043,85,0.024,0.024,6492,fluid balance,relevant
89,o2_flow_unspecified,0.000,0.000,0.000,229,0.000,0.000,51686,respiratory,relevant
90,rass_score,0.000,0.000,0.000,36,0.000,0.000,104965,neurology,relevant
91,pain_score_vas,0.000,0.000,0.000,13,0.000,0.000,20555,clinical score,relevant
92,plateau_pressure,0.000,0.000,0.000,14,0.000,0.000,944534,respiratory,relevant
93,saturation_o2_peripheral,0.000,0.000,0.000,533,0.000,0.000,1851659,respiratory,relevant
94,fluid_out_flush,0.000,0.000,0.000,11,0.000,0.000,338,fluid balance,relevant
95,alkaline_phosphatase_unspecified,0.000,0.000,0.000,29,0.000,0.000,16069,laboratory value,relevant
96,asat_unspecified,0.000,0.000,0.000,24,0.000,0.000,14998,laboratory value,relevant
