concept_label_group,accuracy,precision,recall,f1,num_records,support,group_count
unmapped,0.920,0.751,0.920,0.827,40840247,25633,1
laboratory value,0.285,0.541,0.285,0.330,2765956,5410,322
medication,0.735,0.714,0.735,0.710,821786,4710,695
respiratory,0.582,0.714,0.582,0.599,97201806,4542,123
fluid balance,0.357,0.543,0.357,0.410,879827,2447,28
hemodynamics,0.728,0.815,0.728,0.759,38103931,2184,63
infectiology,0.404,0.531,0.404,0.419,1925380,282,28
neurology,0.362,0.538,0.362,0.383,532647,279,13
nice data,0.101,0.223,0.101,0.126,53227,268,59
clinical score,0.414,0.490,0.414,0.391,1519773,266,28
renal replacement therapy,0.157,0.346,0.157,0.200,6993183,248,39
position,0.353,0.683,0.353,0.465,72969,156,4
demographics,0.281,0.467,0.281,0.294,30599,146,11
admission information,0.066,0.060,0.066,0.061,16559,61,9
sofa score,0.426,0.311,0.426,0.326,109769,47,27
lda,0.190,0.064,0.190,0.090,920,42,7
