concept_label_group,accuracy,precision,recall,f1,num_records,support,group_count
unmapped,0.001,0.194,0.001,0.001,33463480,12661,1
laboratory value,0.007,0.024,0.007,0.010,1714794,4462,317
medication,0.001,0.000,0.001,0.001,776359,4401,689
fluid balance,0.003,0.012,0.003,0.004,679916,1929,24
respiratory,0.005,0.026,0.005,0.007,93238743,1695,117
hemodynamics,0.004,0.004,0.004,0.002,37757901,841,62
nice data,0.013,0.012,0.013,0.012,45373,235,55
renal replacement therapy,0.000,0.000,0.000,0.000,6890288,208,36
infectiology,0.010,0.014,0.010,0.011,1878592,195,26
neurology,0.000,0.000,0.000,0.000,377982,183,12
clinical score,0.000,0.000,0.000,0.000,1114570,160,28
position,0.000,0.000,0.000,0.000,46135,129,3
demographics,0.000,0.000,0.000,0.000,12208,90,11
admission information,0.000,0.000,0.000,0.000,16469,57,8
lda,0.000,0.000,0.000,0.000,758,35,7
sofa score,0.000,0.000,0.000,0.000,83695,16,14
