concept_label_group,accuracy,precision,recall,f1,num_records,support,group_count
unmapped,0.003259519867549669,0.13291139240506328,0.003259519867549669,0.006362993637006363,38453934,19328,1
laboratory value,0.027584876543209878,0.11440938922370245,0.027584876543209878,0.02984158257731816,2741398,5184,322
medication,0.010423314188470539,0.02050979035530068,0.010423314188470539,0.009798350216702488,819930,4701,695
respiratory,0.030657748049052396,0.05121427041666962,0.030657748049052396,0.03297618023376548,96871033,3588,122
fluid balance,0.019166666666666665,0.05485386202749854,0.019166666666666665,0.023255839730995976,860546,2400,27
hemodynamics,0.018474374255065554,0.1261431443894533,0.018474374255065554,0.019336414303276546,38017314,1678,63
infectiology,0.01079136690647482,0.01300625399358378,0.01079136690647482,0.008732257437293408,1919625,278,28
nice data,0.018726591760299626,0.012481501422514866,0.018726591760299626,0.01274429690160027,51937,267,59
neurology,0.045112781954887216,0.05081539529204372,0.045112781954887216,0.04516699647542415,518691,266,13
clinical score,0.025,0.050624999999999996,0.025,0.028247723132969034,1496358,240,28
renal replacement therapy,0.008438818565400843,0.0007357920508412772,0.008438818565400843,0.0013347673809326825,6942896,237,39
position,0.006578947368421052,0.008890469416785207,0.006578947368421052,0.0075620084694494865,69901,152,3
demographics,0.05263157894736842,0.24812030075187969,0.05263157894736842,0.08684210526315789,26913,133,11
admission information,0.0,0.0,0.0,0.0,16471,59,9
lda,0.11904761904761904,0.12193362193362194,0.11904761904761904,0.08546365914786967,920,42,7
sofa score,0.024390243902439025,0.012195121951219513,0.024390243902439025,0.016260162601626015,102029,41,27
