concept_label_group,accuracy,precision,recall,f1,num_records,support,group_count
unmapped,0.0005528789195166258,0.19444444444444445,0.0005528789195166258,0.0011026226667716782,33463480,12661,1
laboratory value,0.007395786642761094,0.02379430847516591,0.007395786642761094,0.010239654531503871,1714794,4462,317
medication,0.0011361054305839581,0.0003825970288137977,0.0011361054305839581,0.000523191522102428,776359,4401,689
fluid balance,0.003110419906687403,0.012200422698089883,0.003110419906687403,0.003815744244916148,679916,1929,24
respiratory,0.005309734513274336,0.02632946208167447,0.005309734513274336,0.007016443785141607,93238743,1695,117
hemodynamics,0.0035671819262782403,0.003925787516750655,0.0035671819262782403,0.0024019024970273486,37757901,841,62
nice data,0.01276595744680851,0.012449912523280095,0.01276595744680851,0.01166106756252333,45373,235,55
renal replacement therapy,0.0,0.0,0.0,0.0,6890288,208,36
infectiology,0.010256410256410256,0.013633520950594122,0.010256410256410256,0.010910005027652086,1878592,195,26
neurology,0.0,0.0,0.0,0.0,377982,183,12
clinical score,0.0,0.0,0.0,0.0,1114570,160,28
position,0.0,0.0,0.0,0.0,46135,129,3
demographics,0.0,0.0,0.0,0.0,12208,90,11
admission information,0.0,0.0,0.0,0.0,16469,57,8
lda,0.0,0.0,0.0,0.0,758,35,7
sofa score,0.0,0.0,0.0,0.0,83695,16,14
