concept_label_group,accuracy,precision,recall,f1,num_records,support,group_count
medication,0.0006830601092896175,0.002110516337682614,0.0006830601092896175,0.0009626530118333398,1103283,7320,728
laboratory value,0.007615593834995467,0.03897286697860001,0.007615593834995467,0.008281764593502687,2401780,5515,324
fluid balance,0.0021141649048625794,0.008305963778702241,0.0021141649048625794,0.0029838324604852797,1102635,2838,27
respiratory,0.002948765204570586,0.01571446123602408,0.002948765204570586,0.0049136200028501685,104229397,2713,124
hemodynamics,0.00590717299578059,0.005307548054383498,0.00590717299578059,0.004315011734580217,43188576,1185,65
neurology,0.002631578947368421,0.06184210526315789,0.002631578947368421,0.005048335123523093,469951,380,14
renal replacement therapy,0.007936507936507936,0.05661375661375661,0.007936507936507936,0.013870517342739565,8986454,378,40
infectiology,0.0029411764705882353,0.0011264080100125157,0.0029411764705882353,0.0016289592760180994,2835066,340,30
clinical score,0.003278688524590164,0.002185792349726776,0.003278688524590164,0.002622950819672131,1524379,305,28
position,0.0,0.0,0.0,0.0,119047,290,3
nice data,0.01824817518248175,0.020559610705596105,0.01824817518248175,0.019334376086200904,53761,274,58
demographics,0.00423728813559322,0.003672316384180791,0.00423728813559322,0.003934624697336562,883128,236,11
lda,0.0,0.0,0.0,0.0,2154,100,7
sofa score,0.0,0.0,0.0,0.0,127384,76,26
admission information,0.0,0.0,0.0,0.0,16559,61,9
