concept_label_group,accuracy,precision,recall,f1,num_records,support,group_count
medication,0.004,0.015,0.004,0.005,1286502,8507,745
laboratory value,0.022,0.111,0.022,0.024,2453647,5877,324
respiratory,0.012,0.034,0.012,0.016,106323124,3691,124
fluid balance,0.018,0.071,0.018,0.025,1181074,3108,28
hemodynamics,0.007,0.006,0.007,0.006,43325976,1478,65
neurology,0.016,0.199,0.016,0.027,605839,549,14
infectiology,0.021,0.049,0.021,0.028,2896279,433,30
clinical score,0.005,0.014,0.005,0.005,1594872,393,30
renal replacement therapy,0.008,0.085,0.008,0.012,9016211,385,40
position,0.039,0.005,0.039,0.009,121401,310,4
nice data,0.029,0.051,0.029,0.033,54042,277,59
demographics,0.008,0.014,0.008,0.007,886082,261,11
lda,0.010,0.000,0.010,0.001,2204,102,7
sofa score,0.000,0.000,0.000,0.000,129089,78,27
admission information,0.000,0.000,0.000,0.000,16559,61,9
