,concept_label,precision,recall,f1,support,accuracy,num_records,concept_label_group,relevance
0,potassium_unspecified,0.000,0.000,0.000,33,0.000,51642,laboratory value,relevant
1,temperature_source_text,0.045,0.030,0.036,101,0.030,55482,infectiology,relevant
2,tracheostomy_size,0.000,0.000,0.000,11,0.000,2475,respiratory,relevant
3,gcs_motor,0.111,0.038,0.057,78,0.038,75218,neurology,relevant
4,gcs_eye,0.059,0.020,0.030,49,0.020,63880,neurology,relevant
5,gcs_verbal,0.333,0.025,0.047,80,0.025,69519,neurology,relevant
6,crrt_mode,0.250,0.031,0.056,32,0.031,277801,renal replacement therapy,relevant
7,type_administered_o2,0.037,0.017,0.023,423,0.017,84261,respiratory,relevant
8,fio2_hiflow,0.011,0.250,0.022,4,0.250,6962,respiratory,relevant
9,o2_flow_high_flow_oxygen,0.241,0.081,0.122,86,0.081,157109,respiratory,relevant
10,restrictive_policy,0.000,0.000,0.000,28,0.000,11867,admission information,relevant
11,lactate_dehydrogenase_unspecified,0.000,0.000,0.000,50,0.000,17157,laboratory value,relevant
12,cam_icu_score,0.000,0.000,0.000,15,0.000,27071,clinical score,relevant
13,amylase_unspecified,0.000,0.000,0.000,20,0.000,1394,laboratory value,relevant
14,picco_pulse_pressure_variation,0.000,0.000,0.000,9,0.000,36817,hemodynamics,relevant
15,ultrafiltration_cvvh_measured,0.000,0.000,0.000,5,0.000,30929,renal replacement therapy,relevant
16,access_pressure_cvvh,0.000,0.000,0.000,27,0.000,518203,renal replacement therapy,relevant
17,return_pressure_cvvh,0.000,0.000,0.000,25,0.000,519061,renal replacement therapy,relevant
18,crrt_duration,0.000,0.000,0.000,1,0.000,498,renal replacement therapy,relevant
19,blood_flow_cvvh,0.000,0.000,0.000,31,0.000,583719,renal replacement therapy,relevant
20,effluent_pressure_cvvh,0.000,0.000,0.000,21,0.000,485443,renal replacement therapy,relevant
21,fluid_out_cvvh_dialysis_cumulative,0.000,0.000,0.000,3,0.000,95884,fluid balance,relevant
22,ultrafiltration_cvvh_set,0.025,0.042,0.031,24,0.042,545853,renal replacement therapy,relevant
23,citrate_dosage_cvvh,0.000,0.000,0.000,15,0.000,447639,renal replacement therapy,relevant
24,pain_score_text,0.005,0.016,0.008,62,0.016,50656,clinical score,relevant
25,substitution_volume_cvvh,0.000,0.000,0.000,7,0.000,182922,renal replacement therapy,relevant
26,extravascular_lung_water_index,0.000,0.000,0.000,16,0.000,2132,hemodynamics,relevant
27,global_end_diastolic_volume_index,0.000,0.000,0.000,18,0.000,12641,hemodynamics,relevant
28,procalcitonin_unspecified,0.000,0.000,0.000,25,0.000,12590,laboratory value,relevant
29,ntpro_bnp_unspecified,0.000,0.000,0.000,18,0.000,429,laboratory value,relevant
30,troponin_i_hs,0.000,0.000,0.000,8,0.000,1600,laboratory value,relevant
31,glucose_measured_unspecified,0.545,0.025,0.047,727,0.025,115557,laboratory value,relevant
32,vancomycin_level,0.000,0.000,0.000,15,0.000,772,laboratory value,relevant
33,nice_adm_source,0.000,0.000,0.000,14,0.000,7036,nice data,relevant
34,pain_score_bps,0.000,0.000,0.000,8,0.000,6377,clinical score,relevant
35,fluid_in_flush,0.040,0.012,0.019,162,0.012,6636,fluid balance,relevant
36,pupil_diameter_right,0.000,0.000,0.000,39,0.000,55596,neurology,relevant
37,avpu_score_text,0.000,0.000,0.000,40,0.000,28387,clinical score,relevant
38,end_tidal_co2_measured,0.000,0.000,0.000,45,0.000,3832729,respiratory,relevant
39,respiratory_rate_measured,0.000,0.000,0.000,32,0.000,3036567,respiratory,relevant
40,nice_covid19Status,0.000,0.000,0.000,5,0.000,2056,nice data,relevant
41,ph_arterial,0.140,0.167,0.152,36,0.167,69027,laboratory value,relevant
42,po2_unspecified,0.000,0.000,0.000,13,0.000,24882,laboratory value,relevant
43,pco2_unspecified,0.000,0.000,0.000,18,0.000,26573,laboratory value,relevant
44,base_excess_unspecified,0.000,0.000,0.000,22,0.000,62014,laboratory value,relevant
45,bicarbonate_actual_unspecified,0.000,0.000,0.000,29,0.000,64155,laboratory value,relevant
46,sodium_unspecified,0.000,0.000,0.000,40,0.000,51701,laboratory value,relevant
47,fio2_set,0.053,0.006,0.011,333,0.006,4588796,respiratory,relevant
48,peak_inspiratory_pressure,0.056,0.025,0.034,40,0.025,4592274,respiratory,relevant
49,tidal_volume_expiratory_measured,0.000,0.000,0.000,4,0.000,1478863,respiratory,relevant
50,height_measured,0.000,0.000,0.000,42,0.000,8297,demographics,relevant
51,p01_measured,0.000,0.000,0.000,20,0.000,1960997,respiratory,relevant
