,concept_label,precision,recall,f1,support,accuracy,num_records,concept_label_group,relevance
0,potassium_unspecified,0.000,0.000,0.000,45,0.000,61788,laboratory value,relevant
1,unmapped,0.000,0.000,0.000,36785,0.000,62867994,unmapped,irrelevant
2,temperature_source_text,0.000,0.000,0.000,100,0.000,53590,infectiology,relevant
3,tracheostomy_size,0.000,0.000,0.000,14,0.000,5593,respiratory,relevant
4,gcs_motor,0.000,0.000,0.000,57,0.000,72360,neurology,relevant
5,gcs_eye,0.000,0.000,0.000,43,0.000,64493,neurology,relevant
6,gcs_verbal,0.000,0.000,0.000,48,0.000,67328,neurology,relevant
7,crrt_mode,0.000,0.000,0.000,41,0.000,287510,renal replacement therapy,relevant
8,type_administered_o2,0.000,0.000,0.000,304,0.000,111132,respiratory,relevant
9,fio2_hiflow,0.000,0.000,0.000,4,0.000,3222,respiratory,relevant
10,o2_flow_high_flow_oxygen,0.000,0.000,0.000,55,0.000,158324,respiratory,relevant
11,restrictive_policy,0.000,0.000,0.000,30,0.000,12161,admission information,relevant
12,lactate_dehydrogenase_unspecified,0.000,0.000,0.000,61,0.000,27335,laboratory value,relevant
13,cam_icu_score,0.000,0.000,0.000,18,0.000,36104,clinical score,relevant
14,amylase_unspecified,0.000,0.000,0.000,24,0.000,1841,laboratory value,relevant
15,picco_pulse_pressure_variation,0.000,0.000,0.000,12,0.000,46035,hemodynamics,relevant
16,ultrafiltration_cvvh_measured,0.000,0.000,0.000,6,0.000,31257,renal replacement therapy,relevant
17,access_pressure_cvvh,0.000,0.000,0.000,31,0.000,525779,renal replacement therapy,relevant
18,return_pressure_cvvh,0.000,0.000,0.000,30,0.000,527793,renal replacement therapy,relevant
19,crrt_duration,0.000,0.000,0.000,3,0.000,7781,renal replacement therapy,relevant
20,blood_flow_cvvh,0.000,0.000,0.000,34,0.000,592021,renal replacement therapy,relevant
21,effluent_pressure_cvvh,0.000,0.000,0.000,23,0.000,489167,renal replacement therapy,relevant
22,fluid_out_cvvh_dialysis_cumulative,0.000,0.000,0.000,3,0.000,95884,fluid balance,relevant
23,ultrafiltration_cvvh_set,0.000,0.000,0.000,35,0.000,554406,renal replacement therapy,relevant
24,citrate_dosage_cvvh,0.000,0.000,0.000,15,0.000,447972,renal replacement therapy,relevant
25,pain_score_text,0.000,0.000,0.000,54,0.000,48231,clinical score,relevant
26,substitution_volume_cvvh,0.000,0.000,0.000,7,0.000,182922,renal replacement therapy,relevant
27,extravascular_lung_water_index,0.000,0.000,0.000,19,0.000,3594,hemodynamics,relevant
28,global_end_diastolic_volume_index,0.000,0.000,0.000,21,0.000,14092,hemodynamics,relevant
29,procalcitonin_unspecified,0.000,0.000,0.000,31,0.000,20482,laboratory value,relevant
30,ntpro_bnp_unspecified,0.000,0.000,0.000,30,0.000,8040,laboratory value,relevant
31,troponin_i_hs,0.000,0.000,0.000,8,0.000,1600,laboratory value,relevant
32,vancomycin_level,0.000,0.000,0.000,19,0.000,1743,laboratory value,relevant
33,nice_adm_source,0.000,0.000,0.000,14,0.000,7036,nice data,relevant
34,pain_score_bps,0.000,0.000,0.000,9,0.000,6492,clinical score,relevant
35,fluid_in_flush,0.000,0.000,0.000,175,0.000,7082,fluid balance,relevant
36,pupil_diameter_right,0.000,0.000,0.000,48,0.000,77773,neurology,relevant
37,avpu_score_text,0.000,0.000,0.000,30,0.000,26627,clinical score,relevant
38,end_tidal_co2_measured,0.000,0.000,0.000,49,0.000,4078166,respiratory,relevant
39,respiratory_rate_measured,0.000,0.000,0.000,40,0.000,3311175,respiratory,relevant
40,nice_covid19Status,0.000,0.000,0.000,5,0.000,2056,nice data,relevant
41,ph_arterial,0.000,0.000,0.000,43,0.000,115785,laboratory value,relevant
42,po2_unspecified,0.000,0.000,0.000,15,0.000,70054,laboratory value,relevant
43,pco2_unspecified,0.000,0.000,0.000,26,0.000,76471,laboratory value,relevant
44,base_excess_unspecified,0.000,0.000,0.000,25,0.000,111169,laboratory value,relevant
45,bicarbonate_actual_unspecified,0.000,0.000,0.000,36,0.000,113650,laboratory value,relevant
46,sodium_unspecified,0.000,0.000,0.000,51,0.000,61758,laboratory value,relevant
47,fio2_set,0.000,0.000,0.000,245,0.000,4865024,respiratory,relevant
48,peak_inspiratory_pressure,0.000,0.000,0.000,49,0.000,4863894,respiratory,relevant
49,tidal_volume_expiratory_measured,0.000,0.000,0.000,4,0.000,1478863,respiratory,relevant
50,height_measured,0.000,0.000,0.000,47,0.000,10198,demographics,relevant
51,p01_measured,0.000,0.000,0.000,24,0.000,1987580,respiratory,relevant
52,arterial_bp_diastolic,0.000,0.000,0.000,14,0.000,4215881,hemodynamics,relevant
53,arterial_bp_mean,0.000,0.000,0.000,22,0.000,4454459,hemodynamics,relevant
54,arterial_bp_systolic,0.000,0.000,0.000,14,0.000,4219135,hemodynamics,relevant
55,cardiac_output_unspecified,0.000,0.000,0.000,20,0.000,8867,hemodynamics,relevant
56,central_venous_pressure,0.000,0.000,0.000,30,0.000,2131655,hemodynamics,relevant
57,heart_rate_unspecified,0.000,0.000,0.000,240,0.000,8705416,hemodynamics,relevant
58,nibp_diastolic,0.000,0.000,0.000,10,0.000,30715,hemodynamics,relevant
59,nibp_mean,0.000,0.000,0.000,24,0.000,87439,hemodynamics,relevant
60,nibp_systolic,0.000,0.000,0.000,12,0.000,39394,hemodynamics,relevant
61,pulmonary_artery_pressure_diastolic,0.000,0.000,0.000,2,0.000,5021,hemodynamics,relevant
62,pulmonary_artery_pressure_systolic,0.000,0.000,0.000,2,0.000,5021,hemodynamics,relevant
63,pulmonary_artery_pressure_mean,0.000,0.000,0.000,7,0.000,17500,hemodynamics,relevant
64,pulmonary_wedge_pressure,0.000,0.000,0.000,8,0.000,152,hemodynamics,relevant
65,heart_rhythm_text,0.000,0.000,0.000,339,0.000,407393,hemodynamics,relevant
66,fluid_out_emesis_retention,0.000,0.000,0.000,108,0.000,128547,fluid balance,relevant
67,systemic_vascular_resistance_index,0.000,0.000,0.000,18,0.000,73080,hemodynamics,relevant
68,systemic_vascular_resistance,0.000,0.000,0.000,23,0.000,17800,hemodynamics,relevant
69,fluid_out_cvvh_dialysis,0.000,0.000,0.000,64,0.000,40247,fluid balance,relevant
70,stroke_volume_variation,0.000,0.000,0.000,20,0.000,80106,hemodynamics,relevant
71,fluid_out_urine,0.000,0.000,0.000,114,0.000,590914,fluid balance,relevant
72,fluid_out_defecation,0.000,0.000,0.000,95,0.000,71870,fluid balance,relevant
73,fluid_in_tube,0.003,0.003,0.003,358,0.003,178005,fluid balance,relevant
74,temperature_bladder,0.000,0.000,0.000,22,0.000,824797,infectiology,relevant
75,temperature_unspecified,0.000,0.000,0.000,81,0.000,1067737,infectiology,relevant
76,temperature_core,0.000,0.000,0.000,21,0.000,68549,infectiology,relevant
77,stroke_volume_calculated,0.000,0.000,0.000,22,0.000,83859,hemodynamics,relevant
78,stroke_volume_index,0.000,0.000,0.000,22,0.000,90137,hemodynamics,relevant
79,capillary_refill_text,0.000,0.000,0.000,31,0.000,3303,hemodynamics,relevant
80,inspiratory_pressure_above_peep,0.000,0.000,0.000,81,0.000,4105035,respiratory,relevant
81,respiratory_rate_measured_spontaneous,0.000,0.000,0.000,13,0.000,4361619,respiratory,relevant
82,respiratory_rate_measured_ventilator,0.000,0.000,0.000,31,0.000,3895768,respiratory,relevant
83,respiratory_rate_set,0.000,0.000,0.000,51,0.000,2860736,respiratory,relevant
84,peep_unspecified,0.000,0.000,0.000,4,0.000,803539,respiratory,relevant
85,vent_mode_manual,0.000,0.000,0.000,7,0.000,746,respiratory,relevant
86,fluid_out_other,0.001,0.007,0.001,141,0.007,2882,fluid balance,relevant
87,vent_mode,0.008,0.007,0.007,134,0.007,9859582,respiratory,relevant
88,pupil_diameter_left,0.000,0.000,0.000,49,0.000,79643,neurology,relevant
89,pupil_reflex_left,0.000,0.000,0.000,28,0.000,78934,neurology,relevant
90,pupil_reflex_right,0.000,0.000,0.000,25,0.000,66112,neurology,relevant
