concept_label_group,accuracy,precision,recall,f1,num_records,support,group_count
unmapped,0.000,0.000,0.000,0.000,63773002,38058,1
medication,0.021,0.015,0.021,0.015,2020803,11743,842
laboratory value,0.101,0.091,0.101,0.078,5648057,9084,364
respiratory,0.069,0.038,0.069,0.045,116237181,6402,135
fluid balance,0.082,0.021,0.082,0.033,2939477,4012,31
hemodynamics,0.034,0.018,0.034,0.020,46400741,3171,66
neurology,0.035,0.016,0.035,0.020,889964,778,14
infectiology,0.079,0.033,0.079,0.038,3297766,721,31
clinical score,0.059,0.023,0.059,0.031,1812981,632,31
renal replacement therapy,0.093,0.055,0.093,0.044,9136412,473,46
position,0.014,0.003,0.014,0.005,242815,356,4
demographics,0.047,0.022,0.047,0.028,907928,321,11
nice data,0.075,0.022,0.075,0.031,59768,305,60
sofa score,0.126,0.067,0.126,0.067,588216,143,27
lda,0.029,0.005,0.029,0.007,4022,136,8
admission information,0.030,0.002,0.030,0.004,17117,67,9
