concept_label_group,accuracy,precision,recall,f1,num_records,support,group_count
unmapped,0.0,0.0,0.0,0.0,63697633,37829,1
medication,0.0031778751180967105,0.0028876558117519892,0.0031778751180967105,0.0022493820478669243,1984361,11643,842
laboratory value,0.0159129937034917,0.02370411466596686,0.0159129937034917,0.013766753217654628,5613640,8735,364
respiratory,0.02765158996642307,0.032148302458843876,0.02765158996642307,0.027784774761060532,116045732,5063,135
fluid balance,0.01700939324701701,0.0032088937140926366,0.01700939324701701,0.004748224568203835,2923460,3939,31
hemodynamics,0.008600095556617296,0.0029789128259507156,0.008600095556617296,0.004043762158127517,46023144,2093,66
neurology,0.0028011204481792717,0.0020383252934523086,0.0028011204481792717,0.0023103472575323777,857009,714,14
infectiology,0.017699115044247787,0.013286781363399627,0.017699115044247787,0.014577972940959007,3250892,678,31
clinical score,0.019933554817275746,0.007363831065181329,0.019933554817275746,0.010125787299188829,1806822,602,31
renal replacement therapy,0.016913319238900635,0.006032894428763916,0.016913319238900635,0.008545508663801608,9136412,473,46
position,0.005698005698005697,0.00039830942328927826,0.005698005698005697,0.0007445708820214562,242746,351,4
demographics,0.0125,0.0010925556663343304,0.0125,0.002008949599623175,907926,320,11
nice data,0.01639344262295082,0.008511875539115275,0.01639344262295082,0.01027344857297622,59768,305,60
sofa score,0.02097902097902098,0.0025477368930879366,0.02097902097902098,0.004542825595457174,588216,143,27
lda,0.014705882352941176,0.002535496957403651,0.014705882352941176,0.004325259515570934,4022,136,8
admission information,0.029850746268656716,0.0020352781546811396,0.029850746268656716,0.0038107335662114954,17117,67,9
