,concept_label,precision,recall,f1,support,accuracy,num_records,concept_label_group,relevance
0,potassium_unspecified,0.0,0.0,0.0,41,0.0,61770,laboratory value,relevant
1,unmapped,0.0,0.0,0.0,36331,0.0,60849948,unmapped,irrelevant
2,temperature_source_text,0.0,0.0,0.0,86,0.0,50190,infectiology,relevant
3,tracheostomy_size,0.0,0.0,0.0,14,0.0,5593,respiratory,relevant
4,gcs_motor,0.0,0.0,0.0,47,0.0,68540,neurology,relevant
5,gcs_eye,0.0,0.0,0.0,42,0.0,64171,neurology,relevant
6,gcs_verbal,0.0,0.0,0.0,45,0.0,67002,neurology,relevant
7,crrt_mode,0.0,0.0,0.0,41,0.0,287510,renal replacement therapy,relevant
8,type_administered_o2,0.0,0.0,0.0,285,0.0,89772,respiratory,relevant
9,fio2_hiflow,0.0,0.0,0.0,4,0.0,3222,respiratory,relevant
10,o2_flow_high_flow_oxygen,0.0,0.0,0.0,46,0.0,158269,respiratory,relevant
11,restrictive_policy,0.0013205678441729944,0.13333333333333333,0.002615233736515201,30,0.13333333333333333,12161,admission information,relevant
12,lactate_dehydrogenase_unspecified,0.0,0.0,0.0,60,0.0,27334,laboratory value,relevant
13,cam_icu_score,0.0,0.0,0.0,18,0.0,36104,clinical score,relevant
14,amylase_unspecified,0.0,0.0,0.0,23,0.0,1840,laboratory value,relevant
15,picco_pulse_pressure_variation,0.0,0.0,0.0,12,0.0,46035,hemodynamics,relevant
16,ultrafiltration_cvvh_measured,0.0,0.0,0.0,6,0.0,31257,renal replacement therapy,relevant
17,access_pressure_cvvh,0.0,0.0,0.0,31,0.0,525779,renal replacement therapy,relevant
18,return_pressure_cvvh,0.0,0.0,0.0,30,0.0,527793,renal replacement therapy,relevant
19,crrt_duration,0.0,0.0,0.0,3,0.0,7781,renal replacement therapy,relevant
20,blood_flow_cvvh,0.0,0.0,0.0,33,0.0,591637,renal replacement therapy,relevant
21,effluent_pressure_cvvh,0.0,0.0,0.0,22,0.0,488977,renal replacement therapy,relevant
22,fluid_out_cvvh_dialysis_cumulative,0.0,0.0,0.0,3,0.0,95884,fluid balance,relevant
23,ultrafiltration_cvvh_set,0.0,0.0,0.0,35,0.0,554406,renal replacement therapy,relevant
24,citrate_dosage_cvvh,0.0,0.0,0.0,14,0.0,447966,renal replacement therapy,relevant
25,pain_score_text,0.0,0.0,0.0,45,0.0,47374,clinical score,relevant
26,substitution_volume_cvvh,0.0,0.0,0.0,7,0.0,182922,renal replacement therapy,relevant
27,extravascular_lung_water_index,0.0,0.0,0.0,19,0.0,3594,hemodynamics,relevant
