,concept_label,precision,recall,f1,support,accuracy,num_records,concept_label_group,relevance
0,potassium_unspecified,0.376,0.761,0.504,46,0.761,61789,laboratory value,relevant
1,unmapped,0.000,0.000,0.000,38069,0.000,63776652,unmapped,irrelevant
2,temperature_source_text,0.803,0.884,0.841,189,0.884,101914,infectiology,relevant
3,tracheostomy_size,0.121,0.929,0.215,14,0.929,5593,respiratory,relevant
4,gcs_motor,0.258,0.900,0.401,110,0.900,98482,neurology,relevant
5,gcs_eye,0.303,0.875,0.450,88,0.875,99513,neurology,relevant
6,gcs_verbal,0.348,0.939,0.508,99,0.939,93031,neurology,relevant
7,crrt_mode,0.123,0.683,0.208,41,0.683,287510,renal replacement therapy,relevant
8,type_administered_o2,0.284,0.655,0.396,737,0.655,200664,respiratory,relevant
9,fio2_hiflow,0.000,0.000,0.000,6,0.000,7915,respiratory,relevant
10,o2_flow_high_flow_oxygen,0.457,0.427,0.442,124,0.427,159500,respiratory,relevant
11,restrictive_policy,0.056,0.533,0.102,30,0.533,12161,admission information,relevant
12,lactate_dehydrogenase_unspecified,0.671,0.902,0.769,61,0.902,27335,laboratory value,relevant
13,cam_icu_score,0.210,0.944,0.343,18,0.944,36104,clinical score,relevant
14,amylase_unspecified,0.667,1.000,0.800,24,1.000,1841,laboratory value,relevant
15,picco_pulse_pressure_variation,0.714,0.833,0.769,12,0.833,46035,hemodynamics,relevant
16,ultrafiltration_cvvh_measured,0.000,0.000,0.000,6,0.000,31257,renal replacement therapy,relevant
17,access_pressure_cvvh,0.468,0.906,0.617,32,0.906,525970,renal replacement therapy,relevant
18,return_pressure_cvvh,0.379,0.733,0.500,30,0.733,527793,renal replacement therapy,relevant
19,crrt_duration,0.667,0.667,0.667,3,0.667,7781,renal replacement therapy,relevant
20,blood_flow_cvvh,0.651,0.800,0.718,35,0.800,592211,renal replacement therapy,relevant
21,effluent_pressure_cvvh,0.697,0.958,0.807,24,0.958,489821,renal replacement therapy,relevant
22,fluid_out_cvvh_dialysis_cumulative,0.000,0.000,0.000,3,0.000,95884,fluid balance,relevant
23,ultrafiltration_cvvh_set,0.266,0.714,0.388,35,0.714,554406,renal replacement therapy,relevant
24,citrate_dosage_cvvh,0.333,0.750,0.462,16,0.750,448155,renal replacement therapy,relevant
25,pain_score_text,0.211,0.784,0.333,116,0.784,60114,clinical score,relevant
26,substitution_volume_cvvh,0.182,0.286,0.222,7,0.286,182922,renal replacement therapy,relevant
27,extravascular_lung_water_index,0.750,0.947,0.837,19,0.947,3594,hemodynamics,relevant
28,global_end_diastolic_volume_index,0.340,0.857,0.486,21,0.857,14092,hemodynamics,relevant
29,procalcitonin_unspecified,0.615,0.774,0.686,31,0.774,20482,laboratory value,relevant
30,ntpro_bnp_unspecified,0.322,0.967,0.483,30,0.967,8040,laboratory value,relevant
31,troponin_i_hs,0.312,0.625,0.417,8,0.625,1600,laboratory value,relevant
32,glucose_measured_unspecified,0.714,0.859,0.780,738,0.859,125622,laboratory value,relevant
33,vancomycin_level,0.316,0.316,0.316,19,0.316,1743,laboratory value,relevant
34,nice_adm_source,0.113,1.000,0.203,14,1.000,7036,nice data,relevant
35,pain_score_bps,0.182,0.889,0.302,9,0.889,6492,clinical score,relevant
36,fluid_in_flush,0.354,0.733,0.477,187,0.733,7106,fluid balance,relevant
37,pupil_diameter_right,0.481,0.962,0.642,80,0.962,92934,neurology,relevant
38,avpu_score_text,0.619,0.796,0.696,49,0.796,35547,clinical score,relevant
39,end_tidal_co2_measured,0.398,0.981,0.567,52,0.981,4093242,respiratory,relevant
40,respiratory_rate_measured,0.186,0.650,0.289,40,0.650,3311175,respiratory,relevant
41,nice_covid19Status,0.015,0.200,0.027,5,0.200,2056,nice data,relevant
42,ph_arterial,0.864,0.432,0.576,44,0.432,115825,laboratory value,relevant
43,po2_unspecified,0.188,0.167,0.176,18,0.167,95112,laboratory value,relevant
44,pco2_unspecified,0.592,0.935,0.725,31,0.935,97773,laboratory value,relevant
45,base_excess_unspecified,0.189,0.800,0.305,25,0.800,111169,laboratory value,relevant
46,bicarbonate_actual_unspecified,0.493,0.917,0.641,36,0.917,113650,laboratory value,relevant
47,sodium_unspecified,0.426,0.782,0.551,55,0.782,61772,laboratory value,relevant
48,fio2_set,0.254,0.075,0.116,427,0.075,5008055,respiratory,relevant
49,peak_inspiratory_pressure,0.268,0.776,0.398,49,0.776,4863894,respiratory,relevant
50,tidal_volume_expiratory_measured,0.333,0.250,0.286,4,0.250,1478863,respiratory,relevant
51,height_measured,0.395,1.000,0.566,49,1.000,10619,demographics,relevant
52,p01_measured,0.373,0.880,0.524,25,0.880,2017167,respiratory,relevant
53,arterial_bp_diastolic,0.292,0.500,0.368,14,0.500,4215881,hemodynamics,relevant
54,arterial_bp_mean,0.485,0.727,0.582,22,0.727,4454459,hemodynamics,relevant
55,arterial_bp_systolic,0.170,0.571,0.262,14,0.571,4219135,hemodynamics,relevant
56,cardiac_output_unspecified,0.345,0.950,0.507,20,0.950,8867,hemodynamics,relevant
57,central_venous_pressure,0.408,0.967,0.574,30,0.967,2131655,hemodynamics,relevant
58,heart_rate_unspecified,0.771,0.989,0.866,1234,0.989,9258221,hemodynamics,relevant
59,nibp_diastolic,0.500,0.500,0.500,10,0.500,30715,hemodynamics,relevant
60,nibp_mean,0.367,0.720,0.486,25,0.720,90795,hemodynamics,relevant
61,nibp_systolic,0.207,0.500,0.293,12,0.500,39394,hemodynamics,relevant
62,pulmonary_artery_pressure_diastolic,0.000,0.000,0.000,2,0.000,5021,hemodynamics,relevant
63,pulmonary_artery_pressure_systolic,0.000,0.000,0.000,2,0.000,5021,hemodynamics,relevant
64,pulmonary_artery_pressure_mean,0.000,0.000,0.000,7,0.000,17500,hemodynamics,relevant
65,pulmonary_wedge_pressure,0.571,1.000,0.727,8,1.000,152,hemodynamics,relevant
66,heart_rhythm_text,0.391,0.938,0.552,1248,0.938,763138,hemodynamics,relevant
67,fluid_in_oral,0.153,0.940,0.264,1694,0.940,42231,fluid balance,relevant
68,fluid_out_emesis_retention,0.309,0.874,0.456,111,0.874,137521,fluid balance,relevant
69,systemic_vascular_resistance_index,0.538,0.778,0.636,18,0.778,73080,hemodynamics,relevant
70,systemic_vascular_resistance,0.710,0.957,0.815,23,0.957,17800,hemodynamics,relevant
71,fluid_out_cvvh_dialysis,0.286,0.562,0.379,64,0.562,40247,fluid balance,relevant
72,stroke_volume_variation,0.792,0.950,0.864,20,0.950,80106,hemodynamics,relevant
73,fluid_out_urine,0.180,0.783,0.293,120,0.783,648800,fluid balance,relevant
74,fluid_out_defecation,0.193,0.697,0.303,99,0.697,72238,fluid balance,relevant
75,fluid_in_tube,0.274,0.621,0.380,448,0.621,208468,fluid balance,relevant
76,temperature_bladder,0.579,0.917,0.710,24,0.917,827909,infectiology,relevant
77,temperature_unspecified,0.308,0.867,0.454,83,0.867,1067739,infectiology,relevant
78,temperature_core,0.870,0.952,0.909,21,0.952,68549,infectiology,relevant
79,stroke_volume_calculated,0.625,0.682,0.652,22,0.682,83859,hemodynamics,relevant
80,stroke_volume_index,0.442,0.864,0.585,22,0.864,90137,hemodynamics,relevant
81,capillary_refill_text,0.420,1.000,0.592,37,1.000,4139,hemodynamics,relevant
82,inspiratory_pressure_above_peep,0.336,0.920,0.492,100,0.920,4368722,respiratory,relevant
83,respiratory_rate_measured_spontaneous,0.375,0.462,0.414,13,0.462,4361619,respiratory,relevant
84,respiratory_rate_measured_ventilator,0.370,0.548,0.442,31,0.548,3895768,respiratory,relevant
85,respiratory_rate_set,0.291,0.750,0.419,52,0.750,2861362,respiratory,relevant
86,peep_unspecified,0.000,0.000,0.000,4,0.000,803539,respiratory,relevant
87,vent_mode_manual,0.000,0.000,0.000,7,0.000,746,respiratory,relevant
88,fluid_out_other,0.188,0.628,0.289,145,0.628,2887,fluid balance,relevant
89,vent_mode,0.215,0.768,0.336,138,0.768,9883134,respiratory,relevant
90,pupil_diameter_left,0.542,0.910,0.679,78,0.910,93145,neurology,relevant
91,pupil_reflex_left,0.365,0.871,0.514,31,0.871,80507,neurology,relevant
92,pupil_reflex_right,0.245,0.833,0.379,30,0.833,80131,neurology,relevant
93,lung_compliance_unspecified,0.000,0.000,0.000,11,0.000,939906,respiratory,relevant
94,tidal_volume_expiratory_unspecified,0.000,0.000,0.000,1,0.000,19097,respiratory,relevant
95,inspiratory_time_perc,0.500,0.200,0.286,5,0.200,89991,respiratory,relevant
96,tidal_volume_inspiratory_unspecified,0.000,0.000,0.000,2,0.000,22013,respiratory,relevant
97,fluid_out_drain,0.135,0.825,0.232,171,0.825,20362,fluid balance,relevant
98,o2_flow_unspecified,0.737,0.889,0.806,1056,0.889,127809,respiratory,relevant
99,rass_score,0.301,0.991,0.462,115,0.991,181362,neurology,relevant
100,pain_score_vas,0.466,0.895,0.613,38,0.895,32471,clinical score,relevant
101,plateau_pressure,0.947,1.000,0.973,36,1.000,1014551,respiratory,relevant
102,saturation_o2_peripheral,0.791,0.994,0.881,2171,0.994,3801675,respiratory,relevant
103,pressure_trigger,1.000,0.182,0.308,11,0.182,28629,respiratory,relevant
104,fluid_out_flush,0.103,0.150,0.122,20,0.150,512,fluid balance,relevant
105,hemoglobin_unspecified,0.245,0.933,0.388,60,0.933,82405,laboratory value,relevant
106,alkaline_phosphatase_unspecified,0.679,1.000,0.809,38,1.000,25735,laboratory value,relevant
107,asat_unspecified,0.661,0.925,0.771,40,0.925,26799,laboratory value,relevant
108,alat_unspecified,0.470,0.975,0.634,40,0.975,29731,laboratory value,relevant
109,albumin_unspecified,0.427,0.864,0.571,44,0.864,26926,laboratory value,relevant
110,aptt_unspecified,0.400,0.960,0.565,50,0.960,29890,laboratory value,relevant
111,po2_arterial,0.448,0.510,0.477,51,0.510,108867,laboratory value,relevant
112,bilirubin_unspecified,0.200,0.500,0.286,8,0.500,3360,laboratory value,relevant
113,calcium_unspecified,0.297,0.688,0.415,32,0.688,13157,laboratory value,relevant
114,calcium_ionised,0.362,0.680,0.472,25,0.680,143625,laboratory value,relevant
115,creatine_kinase_unspecified,0.698,0.787,0.740,47,0.787,30393,laboratory value,relevant
116,crp_unspecified,0.418,0.932,0.577,44,0.932,45276,laboratory value,relevant
117,creatinine_unspecified,0.475,0.651,0.549,43,0.651,40315,laboratory value,relevant
118,chloride_unspecified,0.406,0.867,0.553,30,0.867,41891,laboratory value,relevant
119,hematocrit_unspecified,0.304,0.778,0.438,45,0.778,50107,laboratory value,relevant
120,fibrinogen_unspecified,0.778,0.933,0.848,30,0.933,11323,laboratory value,relevant
121,phosphate_unspecified,0.525,0.914,0.667,35,0.914,39694,laboratory value,relevant
122,prothrombin_time_inr,0.449,0.585,0.508,53,0.585,17705,laboratory value,relevant
123,leukocytes_unspecified,0.277,0.633,0.385,49,0.633,48021,laboratory value,relevant
124,thrombocytes_unspecified,0.179,0.333,0.233,30,0.333,25298,laboratory value,relevant
125,magnesium_unspecified,0.618,0.944,0.747,36,0.944,38733,laboratory value,relevant
126,ureum_unspecified,0.500,0.905,0.644,42,0.905,42225,laboratory value,relevant
127,prothrombin_time_sec,0.548,0.523,0.535,44,0.523,17921,laboratory value,relevant
128,gamma_gt_unspecified,0.552,0.949,0.698,39,0.949,27179,laboratory value,relevant
129,d_dimer_unspecified,0.220,0.973,0.358,37,0.973,18580,laboratory value,relevant
130,anion_gap_unspecified,0.407,1.000,0.579,11,1.000,14941,laboratory value,relevant
131,lactate_unspecified,0.352,0.826,0.494,23,0.826,36347,laboratory value,relevant
132,ammonia_unspecified,0.645,1.000,0.784,20,1.000,355,laboratory value,relevant
133,creatine_kinase_mb_activity,0.000,0.000,0.000,17,0.000,1013,laboratory value,relevant
134,tobramycin_trough_level,0.600,1.000,0.750,6,1.000,29,laboratory value,relevant
135,tobramycin_peak_level,0.667,0.800,0.727,5,0.800,7,laboratory value,relevant
136,vancomycin_trough_level,0.424,0.933,0.583,15,0.933,232,laboratory value,relevant
137,gender_text,0.600,1.000,0.750,12,1.000,3431,demographics,relevant
138,cough_reflex_text,0.414,0.889,0.565,27,0.889,36586,respiratory,relevant
139,height_unspecified,0.000,0.000,0.000,4,0.000,379,demographics,relevant
140,so2_arterial,0.237,0.311,0.269,45,0.311,1246145,laboratory value,relevant
141,pco2_arterial,0.567,0.395,0.466,43,0.395,107462,laboratory value,relevant
142,glucose_measured_whole_blood,0.333,0.250,0.286,4,0.250,18987,laboratory value,relevant
143,sodium_bloodgas,0.091,0.235,0.131,17,0.235,64625,laboratory value,relevant
144,potassium_bloodgas,0.045,0.077,0.057,13,0.077,64870,laboratory value,relevant
145,calcium_ratio,0.114,0.714,0.196,7,0.714,17696,laboratory value,relevant
146,position_text,0.146,0.946,0.253,352,0.946,233357,position,relevant
147,rapid_shallow_breathing_index,0.303,0.833,0.444,12,0.833,1410179,respiratory,relevant
148,cardiac_index_unspecified,0.627,0.970,0.762,33,0.970,21647,hemodynamics,relevant
149,readmission_ic,0.163,0.889,0.276,9,0.889,3086,admission information,relevant
150,med_carbohydrates,0.716,0.813,0.761,155,0.813,45478,medication,relevant
151,med_amphotericin_b,0.811,1.000,0.896,30,1.000,6400,medication,relevant
152,med_piritramide,0.818,1.000,0.900,18,1.000,334,medication,relevant
153,med_midazolam,0.875,1.000,0.933,112,1.000,72843,medication,relevant
154,med_morphine,0.790,1.000,0.883,98,1.000,14799,medication,relevant
155,med_insulin_aspart,0.894,0.993,0.941,144,0.993,68960,medication,relevant
156,med_bisoprolol,1.000,1.000,1.000,34,1.000,500,medication,relevant
157,med_risperidone,0.947,1.000,0.973,18,1.000,248,medication,relevant
158,med_fluvastatin,0.714,0.714,0.714,7,0.714,43,medication,relevant
159,med_candesartan,0.846,1.000,0.917,22,1.000,175,medication,relevant
160,med_sulfamethoxazole_and_trimethoprim,0.972,1.000,0.986,70,1.000,4015,medication,relevant
161,med_losartan,0.966,1.000,0.982,28,1.000,524,medication,relevant
162,med_sodium_lauryl_sulfoacetate_incl_combinations,0.933,1.000,0.966,14,1.000,87,medication,relevant
163,med_carbasalate_calcium,0.850,1.000,0.919,34,1.000,1407,medication,relevant
164,med_clonidine,0.906,1.000,0.951,77,1.000,23189,medication,relevant
165,med_aciclovir,0.828,1.000,0.906,48,1.000,2344,medication,relevant
166,med_thiamine_(vit_b1),0.825,0.985,0.898,67,0.985,3279,medication,relevant
167,med_venlafaxine,0.952,1.000,0.976,20,1.000,280,medication,relevant
168,med_calcium_combinations_with_vitamin_d_and/or_other_drugs,0.933,0.955,0.944,44,0.955,1154,medication,relevant
169,med_general_nutrients,0.368,0.742,0.492,198,0.742,66796,medication,relevant
170,med_dexmedetomidine,1.000,1.000,1.000,29,1.000,18105,medication,relevant
171,med_vancomycin,0.685,0.984,0.808,62,0.984,6501,medication,relevant
172,med_sulfonamides_and_trimethoprim,0.000,0.000,0.000,2,0.000,103,medication,relevant
173,med_artificial_tears_and_other_indifferent_preparations,0.766,0.969,0.856,98,0.969,24054,medication,relevant
174,med_ticagrelor,0.880,1.000,0.936,22,1.000,499,medication,relevant
175,med_sodium_chloride,0.700,0.206,0.318,34,0.206,30724,medication,relevant
176,med_promethazine,0.970,0.970,0.970,33,0.970,498,medication,relevant
177,med_cefuroxime,0.930,0.976,0.952,41,0.976,3774,medication,relevant
178,med_insulins_and_analogues,0.000,0.000,0.000,2,0.000,94,medication,relevant
179,med_metamizole_sodium,0.957,1.000,0.978,22,1.000,979,medication,relevant
180,med_haloperidol,0.977,1.000,0.988,84,1.000,14146,medication,relevant
181,med_levofloxacin,1.000,1.000,1.000,9,1.000,124,medication,relevant
182,med_sodium_hypochlorite,1.000,0.500,0.667,4,0.500,124,medication,relevant
183,med_apixaban,0.879,1.000,0.935,29,1.000,1732,medication,relevant
184,med_ascorbic_acid_(vit_c),0.818,0.957,0.882,47,0.957,4829,medication,relevant
185,med_vasopressin_(argipressin),0.778,1.000,0.875,7,1.000,586,medication,relevant
186,med_colecalciferol,0.940,0.955,0.947,66,0.955,734,medication,relevant
187,med_vitamin_b12_(cyanocobalamin_and_analogues),0.000,0.000,0.000,4,0.000,5958,medication,relevant
188,med_anidulafungin,0.889,1.000,0.941,24,1.000,1224,medication,relevant
189,med_chloroquine,0.818,1.000,0.900,27,1.000,5191,medication,relevant
190,med_timolol_combinations,0.792,0.864,0.826,22,0.864,373,medication,relevant
191,med_potassium_chloride,0.880,0.963,0.920,107,0.963,23765,medication,relevant
192,med_acetazolamide,0.939,1.000,0.968,46,1.000,1300,medication,relevant
193,med_acetylcysteine,0.958,0.972,0.965,71,0.972,4501,medication,relevant
194,med_acetylsalicylic_acid,0.945,1.000,0.972,52,1.000,5151,medication,relevant
