concept_label_group,accuracy,precision,recall,f1,num_records,support,group_count
unmapped,0.0,0.0,0.0,0.0,60306148,35760,1
medication,0.0003064977523498161,8.09933753468264e-05,0.0003064977523498161,0.00012251449148448134,1488402,9788,831
laboratory value,0.003726530027232335,0.009015186593448065,0.003726530027232335,0.003853833173594217,4154815,6977,363
fluid balance,0.0009222256378727329,0.0012732297525263443,0.0009222256378727329,0.0008782684843796721,2247034,3253,31
respiratory,0.002337358784573432,0.002047001880057702,0.002337358784573432,0.001764732175572404,108527223,2567,134
hemodynamics,0.0008,0.00014610778443113772,0.0008,0.0002470886075949367,43859692,1250,66
infectiology,0.0021929824561403508,0.0021929824561403508,0.0021929824561403508,0.0021929824561403508,3100006,456,31
renal replacement therapy,0.006593406593406593,0.002773109243697479,0.006593406593406593,0.0038095238095238095,9111936,455,46
clinical score,0.0,0.0,0.0,0.0,1718628,417,31
neurology,0.0030581039755351682,0.014950730547060821,0.0030581039755351682,0.00507760660088858,611568,327,13
position,0.0,0.0,0.0,0.0,235850,314,3
nice data,0.0,0.0,0.0,0.0,59592,303,60
demographics,0.0,0.0,0.0,0.0,880437,209,11
lda,0.0,0.0,0.0,0.0,3970,134,8
sofa score,0.0,0.0,0.0,0.0,577281,130,27
admission information,0.014925373134328358,0.0002261420171867933,0.014925373134328358,0.0004455335263978614,17117,67,9
