concept_label_group,accuracy,precision,recall,f1,num_records,support,group_count
unmapped,0.0,0.0,0.0,0.0,63489879,37357,1
medication,0.0003533881084901493,0.00036579773117245245,0.0003533881084901493,0.0002833630707981308,1849906,11319,841
laboratory value,0.00881488736532811,0.018640984071586996,0.00881488736532811,0.008540263640191514,5522661,8168,364
respiratory,0.005625159805676298,0.0068999245124340665,0.005625159805676298,0.004421850760011205,114075515,3911,135
fluid balance,0.005866666666666667,0.0013570573706800342,0.005866666666666667,0.001731183611803361,2794159,3750,31
hemodynamics,0.004801920768307323,0.004109639479511152,0.004801920768307323,0.0030336836172124193,45703864,1666,66
infectiology,0.0032948929159802307,0.002208070028768841,0.0032948929159802307,0.0025381537737386175,3216799,607,31
clinical score,0.0017953321364452424,5.699467099826166e-05,0.0017953321364452424,0.00011048197762739954,1766173,557,31
neurology,0.0,0.0,0.0,0.0,768000,543,14
renal replacement therapy,0.002127659574468085,0.0010638297872340426,0.002127659574468085,0.0014184397163120566,9129096,470,46
position,0.0,0.0,0.0,0.0,239920,340,4
nice data,0.019736842105263157,0.011566064327839973,0.019736842105263157,0.013694353313407742,59680,304,60
demographics,0.0,0.0,0.0,0.0,906631,301,11
sofa score,0.0,0.0,0.0,0.0,585636,141,27
lda,0.007352941176470588,0.001838235294117647,0.007352941176470588,0.0029411764705882353,4022,136,8
admission information,0.0,0.0,0.0,0.0,17117,67,9
