concept_label_group,accuracy,precision,recall,f1,num_records,support,group_count
unmapped,0.0,0.0,0.0,0.0,63773002,38058,1
medication,0.02128927871923699,0.015227804594054112,0.02128927871923699,0.014901853303001995,2020803,11743,842
laboratory value,0.1010568031704095,0.09105030359576385,0.1010568031704095,0.078197970688997,5648057,9084,364
respiratory,0.06919712589815682,0.037992310775592446,0.06919712589815682,0.045495243568576704,116237181,6402,135
fluid balance,0.08175473579262213,0.02087440424386126,0.08175473579262213,0.03278225460340787,2939477,4012,31
hemodynamics,0.03437401450646484,0.017654545078126284,0.03437401450646484,0.019915299329955036,46400741,3171,66
neurology,0.03470437017994859,0.01631724726953942,0.03470437017994859,0.0202188691748841,889964,778,14
infectiology,0.07905686546463246,0.03252525301663063,0.07905686546463246,0.038411974913440526,3297766,721,31
clinical score,0.058544303797468354,0.022981335855883567,0.058544303797468354,0.0312951744248595,1812981,632,31
renal replacement therapy,0.09302325581395349,0.05497457551929583,0.09302325581395349,0.04412744014035196,9136412,473,46
position,0.014044943820224719,0.003070695791750994,0.014044943820224719,0.005039572094514883,242815,356,4
demographics,0.04672897196261682,0.02197740285829369,0.04672897196261682,0.027617675081579484,907928,321,11
nice data,0.07540983606557378,0.022242456586899485,0.07540983606557378,0.030594318253415777,59768,305,60
sofa score,0.1258741258741259,0.06698008097387706,0.1258741258741259,0.0670542319328827,588216,143,27
lda,0.029411764705882353,0.004696428846479676,0.029411764705882353,0.007362307856224589,4022,136,8
admission information,0.029850746268656716,0.002156149631588891,0.029850746268656716,0.004010507035337457,17117,67,9
