concept_label_group,accuracy,precision,recall,f1,num_records,support,group_count
unmapped,0.000,0.000,0.000,0.000,63771903,38013,1
medication,0.009,0.006,0.009,0.005,2013799,11714,842
laboratory value,0.035,0.043,0.035,0.031,5644173,8964,364
respiratory,0.033,0.028,0.033,0.028,116185885,5880,135
fluid balance,0.027,0.007,0.027,0.011,2936010,3989,31
hemodynamics,0.010,0.003,0.010,0.004,46113147,2451,66
neurology,0.007,0.004,0.007,0.004,884745,766,14
infectiology,0.024,0.010,0.024,0.012,3278308,712,31
clinical score,0.021,0.007,0.021,0.010,1809722,614,31
renal replacement therapy,0.032,0.011,0.032,0.015,9136412,473,46
position,0.020,0.001,0.020,0.002,242815,356,4
demographics,0.009,0.002,0.009,0.003,907928,321,11
nice data,0.036,0.009,0.036,0.014,59768,305,60
sofa score,0.035,0.007,0.035,0.012,588216,143,27
lda,0.007,0.001,0.007,0.001,4022,136,8
admission information,0.015,0.002,0.015,0.003,17117,67,9
