,concept_label,precision,recall,f1,support,accuracy,balanced_accuracy,num_records,concept_label_group,relevance
0,unmapped,0.161,0.049,0.075,26137,0.049,0.049,12341534,unmapped,irrelevant
1,temperature_source_text,0.211,0.128,0.159,149,0.128,0.128,90056,infectiology,relevant
2,tracheostomy_size,0.109,0.857,0.194,7,0.857,0.857,1610,respiratory,relevant
3,gcs_motor,0.120,0.286,0.169,91,0.286,0.286,71145,neurology,relevant
4,gcs_eye,0.135,0.181,0.155,72,0.181,0.181,69303,neurology,relevant
5,gcs_verbal,0.161,0.312,0.213,80,0.312,0.312,64968,neurology,relevant
6,crrt_mode,0.027,0.156,0.047,32,0.156,0.156,277801,renal replacement therapy,relevant
7,type_administered_o2,0.267,0.219,0.241,653,0.219,0.219,145560,respiratory,relevant
8,restrictive_policy,0.006,0.036,0.010,28,0.036,0.036,11867,admission information,relevant
9,cam_icu_score,0.094,0.200,0.128,15,0.200,0.200,27071,clinical score,relevant
10,citrate_dosage_cvvh,0.500,0.111,0.182,9,0.111,0.111,6781,renal replacement therapy,relevant
11,pain_score_text,0.322,0.289,0.304,97,0.289,0.289,55162,clinical score,relevant
12,extravascular_lung_water_index,0.222,0.182,0.200,11,0.182,0.182,250,hemodynamics,relevant
13,global_end_diastolic_volume_index,0.023,0.091,0.036,11,0.091,0.091,239,hemodynamics,relevant
14,ntpro_bnp_unspecified,0.026,0.111,0.043,18,0.111,0.111,429,laboratory value,relevant
15,troponin_i_hs,0.000,0.000,0.000,7,0.000,0.000,933,laboratory value,relevant
16,nice_adm_source,0.000,0.000,0.000,14,0.000,0.000,7036,nice data,relevant
17,pain_score_bps,0.156,0.875,0.264,8,0.875,0.875,6377,clinical score,relevant
18,fluid_in_flush,0.260,0.171,0.206,158,0.171,0.171,1691,fluid balance,relevant
19,avpu_score_text,0.032,0.024,0.027,42,0.024,0.024,27211,clinical score,relevant
20,respiratory_rate_measured,0.000,0.000,0.000,4,0.000,0.000,132,respiratory,relevant
21,nice_covid19Status,0.000,0.000,0.000,5,0.000,0.000,2056,nice data,relevant
22,height_measured,0.000,0.000,0.000,27,0.000,0.000,872,demographics,relevant
23,cardiac_output_unspecified,0.000,0.000,0.000,10,0.000,0.000,338,hemodynamics,relevant
24,central_venous_pressure,0.000,0.000,0.000,6,0.000,0.000,206,hemodynamics,relevant
25,pulmonary_artery_pressure_diastolic,0.000,0.000,0.000,1,0.000,0.000,1,hemodynamics,relevant
26,pulmonary_artery_pressure_systolic,0.000,0.000,0.000,1,0.000,0.000,1,hemodynamics,relevant
27,pulmonary_artery_pressure_mean,0.000,0.000,0.000,2,0.000,0.000,65,hemodynamics,relevant
28,pulmonary_wedge_pressure,0.053,0.600,0.097,5,0.600,0.600,90,hemodynamics,relevant
29,heart_rhythm_text,0.085,0.087,0.086,1026,0.087,0.087,375774,hemodynamics,relevant
30,fluid_out_emesis_retention,0.159,0.226,0.187,62,0.226,0.226,10829,fluid balance,relevant
31,systemic_vascular_resistance_index,0.148,0.500,0.229,8,0.500,0.500,217,hemodynamics,relevant
32,systemic_vascular_resistance,0.000,0.000,0.000,9,0.000,0.000,200,hemodynamics,relevant
33,fluid_out_cvvh_dialysis,0.400,0.061,0.105,33,0.061,0.061,371,fluid balance,relevant
34,stroke_volume_variation,0.062,0.200,0.095,10,0.200,0.200,423,hemodynamics,relevant
35,temperature_unspecified,0.116,0.344,0.173,32,0.344,0.344,1486,infectiology,relevant
36,temperature_core,0.000,0.000,0.000,10,0.000,0.000,224,infectiology,relevant
37,stroke_volume_calculated,0.000,0.000,0.000,13,0.000,0.000,323,hemodynamics,relevant
38,stroke_volume_index,1.000,0.154,0.267,13,0.154,0.154,407,hemodynamics,relevant
39,capillary_refill_text,0.024,0.107,0.039,28,0.107,0.107,2927,hemodynamics,relevant
40,respiratory_rate_set,0.000,0.000,0.000,14,0.000,0.000,38002,respiratory,relevant
41,fluid_out_defecation,0.147,0.216,0.175,51,0.216,0.216,4801,fluid balance,relevant
42,vent_mode_manual,0.000,0.000,0.000,5,0.000,0.000,118,respiratory,relevant
43,fluid_out_other,0.182,0.248,0.210,105,0.248,0.248,590,fluid balance,relevant
44,vent_mode,0.083,0.171,0.112,111,0.171,0.171,6617411,respiratory,relevant
45,pupil_reflex_left,0.182,0.222,0.200,27,0.222,0.222,55045,neurology,relevant
46,pupil_reflex_right,0.097,0.269,0.143,26,0.269,0.269,54741,neurology,relevant
47,fluid_out_drain,0.114,0.240,0.155,100,0.240,0.240,2135,fluid balance,relevant
48,rass_score,0.277,0.371,0.317,97,0.371,0.371,108312,neurology,relevant
49,pain_score_vas,0.045,0.053,0.049,19,0.053,0.053,10534,clinical score,relevant
50,fluid_out_flush,0.174,0.222,0.195,18,0.222,0.222,329,fluid balance,relevant
51,fibrinogen_unspecified,0.000,0.000,0.000,13,0.000,0.000,313,laboratory value,relevant
52,prothrombin_time_inr,0.015,0.040,0.022,25,0.040,0.040,489,laboratory value,relevant
53,d_dimer_unspecified,0.000,0.000,0.000,13,0.000,0.000,576,laboratory value,relevant
54,ammonia_unspecified,0.333,0.059,0.100,17,0.059,0.059,132,laboratory value,relevant
55,creatine_kinase_mb_activity,0.000,0.000,0.000,15,0.000,0.000,154,laboratory value,relevant
56,tobramycin_trough_level,0.000,0.000,0.000,6,0.000,0.000,29,laboratory value,relevant
57,tobramycin_peak_level,0.000,0.000,0.000,5,0.000,0.000,7,laboratory value,relevant
58,vancomycin_trough_level,0.000,0.000,0.000,15,0.000,0.000,232,laboratory value,relevant
59,gender_text,0.025,0.364,0.047,11,0.364,0.364,3187,demographics,relevant
60,cough_reflex_text,0.000,0.000,0.000,24,0.000,0.000,25987,respiratory,relevant
61,so2_arterial,0.035,0.273,0.062,11,0.273,0.273,2066,laboratory value,relevant
62,po2_arterial,0.167,0.167,0.167,12,0.167,0.167,164,laboratory value,relevant
63,ph_arterial,0.000,0.000,0.000,12,0.000,0.000,5129,laboratory value,relevant
64,pco2_arterial,0.062,0.083,0.071,12,0.083,0.083,142,laboratory value,relevant
65,position_text,0.068,0.180,0.099,316,0.180,0.180,122052,position,relevant
66,cardiac_index_unspecified,0.100,0.053,0.069,19,0.053,0.053,478,hemodynamics,relevant
67,readmission_ic,0.000,0.000,0.000,9,0.000,0.000,3086,admission information,relevant
68,med_carbohydrates,0.078,0.086,0.081,105,0.086,0.086,26636,medication,relevant
69,med_amphotericin_b,0.250,0.043,0.074,23,0.043,0.043,4378,medication,relevant
70,med_piritramide,0.250,0.077,0.118,13,0.077,0.077,129,medication,relevant
71,med_midazolam,0.095,0.093,0.094,86,0.093,0.093,35161,medication,relevant
72,med_morphine,0.091,0.086,0.088,70,0.086,0.086,5242,medication,relevant
73,med_insulin_aspart,0.122,0.057,0.078,105,0.057,0.057,40587,medication,relevant
74,med_bisoprolol,0.000,0.000,0.000,30,0.000,0.000,360,medication,relevant
75,med_risperidone,0.000,0.000,0.000,16,0.000,0.000,153,medication,relevant
76,med_fluvastatin,0.000,0.000,0.000,7,0.000,0.000,43,medication,relevant
77,med_candesartan,0.000,0.000,0.000,18,0.000,0.000,137,medication,relevant
78,med_sulfamethoxazole_and_trimethoprim,0.000,0.000,0.000,48,0.000,0.000,1462,medication,relevant
79,med_losartan,0.000,0.000,0.000,26,0.000,0.000,391,medication,relevant
80,med_sodium_lauryl_sulfoacetate_incl_combinations,0.095,0.167,0.121,12,0.167,0.167,60,medication,relevant
81,med_carbasalate_calcium,0.000,0.000,0.000,29,0.000,0.000,866,medication,relevant
82,med_clonidine,0.000,0.000,0.000,55,0.000,0.000,5044,medication,relevant
83,med_aciclovir,0.333,0.182,0.235,33,0.182,0.182,1112,medication,relevant
84,med_thiamine_(vit_b1),0.000,0.000,0.000,51,0.000,0.000,2212,medication,relevant
85,med_venlafaxine,0.000,0.000,0.000,16,0.000,0.000,188,medication,relevant
86,med_calcium_combinations_with_vitamin_d_and/or_other_drugs,0.000,0.000,0.000,33,0.000,0.000,797,medication,relevant
87,med_general_nutrients,0.056,0.101,0.072,129,0.101,0.101,46632,medication,relevant
88,med_sulfonamides_and_trimethoprim,0.000,0.000,0.000,2,0.000,0.000,103,medication,relevant
89,med_artificial_tears_and_other_indifferent_preparations,0.111,0.089,0.099,79,0.089,0.089,22325,medication,relevant
