concept_label_group,accuracy,precision,recall,f1,num_records,support,group_count
unmapped,0.0004423147806855879,0.08823529411764706,0.0004423147806855879,0.0008802171202229884,9466778,13565,1
medication,0.0006121449559255632,0.00039737425266318506,0.0006121449559255632,0.00040727938949586674,935020,8168,737
laboratory value,0.006507027589796981,0.022205043243747086,0.006507027589796981,0.00918892309694898,162537,3842,307
fluid balance,0.00211954217888936,0.014474454470215387,0.00211954217888936,0.002761676561641652,63420,2359,23
respiratory,0.003919007184846506,0.028578047977133543,0.003919007184846506,0.006250851769889728,13921930,1531,92
hemodynamics,0.0,0.0,0.0,0.0,3104261,770,57
neurology,0.0,0.0,0.0,0.0,397283,256,13
position,0.0,0.0,0.0,0.0,92553,254,3
nice data,0.012295081967213115,0.009514051522248242,0.012295081967213115,0.010190518387239698,46188,244,55
clinical score,0.0,0.0,0.0,0.0,150173,223,28
infectiology,0.009389671361502348,0.013855490667582732,0.009389671361502348,0.010837245696400627,53931,213,28
demographics,0.0,0.0,0.0,0.0,7119,151,11
renal replacement therapy,0.0,0.0,0.0,0.0,2366832,147,27
lda,0.0,0.0,0.0,0.0,2021,93,7
admission information,0.0,0.0,0.0,0.0,16469,57,8
sofa score,0.0,0.0,0.0,0.0,89607,28,9
