concept_label_group,accuracy,precision,recall,f1,num_records,support,group_count
unmapped,0.000,0.088,0.000,0.001,9466778,13565,1
medication,0.001,0.000,0.001,0.000,935020,8168,737
laboratory value,0.007,0.022,0.007,0.009,162537,3842,307
fluid balance,0.002,0.014,0.002,0.003,63420,2359,23
respiratory,0.004,0.029,0.004,0.006,13921930,1531,92
hemodynamics,0.000,0.000,0.000,0.000,3104261,770,57
neurology,0.000,0.000,0.000,0.000,397283,256,13
position,0.000,0.000,0.000,0.000,92553,254,3
nice data,0.012,0.010,0.012,0.010,46188,244,55
clinical score,0.000,0.000,0.000,0.000,150173,223,28
infectiology,0.009,0.014,0.009,0.011,53931,213,28
demographics,0.000,0.000,0.000,0.000,7119,151,11
renal replacement therapy,0.000,0.000,0.000,0.000,2366832,147,27
lda,0.000,0.000,0.000,0.000,2021,93,7
admission information,0.000,0.000,0.000,0.000,16469,57,8
sofa score,0.000,0.000,0.000,0.000,89607,28,9
