concept_label_group,accuracy,precision,recall,f1,num_records,support,group_count
unmapped,0.001,0.098,0.001,0.001,10174877,15991,1
medication,0.002,0.006,0.002,0.002,988677,8527,741
laboratory value,0.022,0.038,0.022,0.025,169449,4257,311
fluid balance,0.001,0.005,0.001,0.001,76155,2648,25
respiratory,0.003,0.008,0.003,0.003,13977019,2279,97
hemodynamics,0.006,0.008,0.006,0.003,3132993,1028,58
neurology,0.000,0.000,0.000,0.000,459262,401,14
position,0.000,0.000,0.000,0.000,95269,291,3
clinical score,0.003,0.012,0.003,0.005,171730,288,28
infectiology,0.000,0.000,0.000,0.000,74863,287,30
nice data,0.038,0.073,0.038,0.037,50964,266,58
demographics,0.023,0.135,0.023,0.037,7335,173,11
renal replacement therapy,0.007,0.002,0.007,0.003,2367585,150,28
lda,0.000,0.000,0.000,0.000,2157,98,7
admission information,0.000,0.000,0.000,0.000,16469,57,8
sofa score,0.000,0.000,0.000,0.000,93847,34,13
