,concept_label,precision,recall,f1,support,accuracy,balanced_accuracy,num_records,concept_label_group,relevance
0,unmapped,0.13002114164904863,0.010459183673469388,0.019360931843223673,23520,0.010459183673469388,0.010459183673469388,11912538,unmapped,irrelevant
1,temperature_source_text,0.030303030303030304,0.03355704697986577,0.031847133757961776,149,0.03355704697986577,0.03355704697986577,90056,infectiology,relevant
2,tracheostomy_size,0.012048192771084338,0.14285714285714285,0.022222222222222223,7,0.14285714285714285,0.14285714285714285,1610,respiratory,relevant
3,gcs_motor,0.008771929824561403,0.01098901098901099,0.009756097560975608,91,0.01098901098901099,0.01098901098901099,71145,neurology,relevant
4,gcs_eye,0.02830188679245283,0.041666666666666664,0.033707865168539325,72,0.041666666666666664,0.041666666666666664,69303,neurology,relevant
5,gcs_verbal,0.02912621359223301,0.0375,0.03278688524590164,80,0.0375,0.0375,64968,neurology,relevant
6,crrt_mode,0.04672897196261682,0.15625,0.07194244604316546,32,0.15625,0.15625,277801,renal replacement therapy,relevant
7,type_administered_o2,0.14955357142857142,0.10618066561014262,0.12418906394810009,631,0.10618066561014262,0.10618066561014262,129164,respiratory,relevant
8,restrictive_policy,0.0,0.0,0.0,28,0.0,0.0,11867,admission information,relevant
9,cam_icu_score,0.0,0.0,0.0,15,0.0,0.0,27071,clinical score,relevant
10,citrate_dosage_cvvh,0.0,0.0,0.0,9,0.0,0.0,6781,renal replacement therapy,relevant
11,pain_score_text,0.1111111111111111,0.05319148936170213,0.07194244604316548,94,0.05319148936170213,0.05319148936170213,55159,clinical score,relevant
12,extravascular_lung_water_index,0.0,0.0,0.0,11,0.0,0.0,250,hemodynamics,relevant
13,global_end_diastolic_volume_index,0.047619047619047616,0.09090909090909091,0.0625,11,0.09090909090909091,0.09090909090909091,239,hemodynamics,relevant
14,ntpro_bnp_unspecified,0.0,0.0,0.0,18,0.0,0.0,429,laboratory value,relevant
15,troponin_i_hs,0.0,0.0,0.0,7,0.0,0.0,933,laboratory value,relevant
16,nice_adm_source,0.0,0.0,0.0,14,0.0,0.0,7036,nice data,relevant
17,pain_score_bps,0.0,0.0,0.0,8,0.0,0.0,6377,clinical score,relevant
18,fluid_in_flush,0.45,0.17088607594936708,0.2477064220183486,158,0.17088607594936708,0.17088607594936708,1691,fluid balance,relevant
19,avpu_score_text,0.013574660633484163,0.075,0.02298850574712644,40,0.075,0.075,14250,clinical score,relevant
20,respiratory_rate_measured,0.0,0.0,0.0,4,0.0,0.0,132,respiratory,relevant
21,nice_covid19Status,0.0,0.0,0.0,5,0.0,0.0,2056,nice data,relevant
22,height_measured,0.0,0.0,0.0,27,0.0,0.0,872,demographics,relevant
23,cardiac_output_unspecified,0.09090909090909091,0.1,0.09523809523809525,10,0.1,0.1,338,hemodynamics,relevant
24,central_venous_pressure,0.03125,0.16666666666666666,0.05263157894736842,6,0.16666666666666666,0.16666666666666666,206,hemodynamics,relevant
25,pulmonary_artery_pressure_diastolic,0.0,0.0,0.0,1,0.0,0.0,1,hemodynamics,relevant
26,pulmonary_artery_pressure_systolic,0.0,0.0,0.0,1,0.0,0.0,1,hemodynamics,relevant
27,pulmonary_artery_pressure_mean,0.0,0.0,0.0,2,0.0,0.0,65,hemodynamics,relevant
28,pulmonary_wedge_pressure,0.0,0.0,0.0,5,0.0,0.0,90,hemodynamics,relevant
29,heart_rhythm_text,0.019230769230769232,0.008830022075055188,0.012102874432677761,906,0.008830022075055188,0.008830022075055188,351279,hemodynamics,relevant
30,fluid_out_emesis_retention,0.02040816326530612,0.01639344262295082,0.01818181818181818,61,0.01639344262295082,0.01639344262295082,10815,fluid balance,relevant
31,systemic_vascular_resistance_index,0.0,0.0,0.0,8,0.0,0.0,217,hemodynamics,relevant
32,systemic_vascular_resistance,0.0,0.0,0.0,9,0.0,0.0,200,hemodynamics,relevant
33,fluid_out_cvvh_dialysis,0.08333333333333333,0.09090909090909091,0.08695652173913043,33,0.09090909090909091,0.09090909090909091,371,fluid balance,relevant
34,stroke_volume_variation,0.0,0.0,0.0,10,0.0,0.0,423,hemodynamics,relevant
