,concept_label,precision,recall,f1,support,accuracy,balanced_accuracy,num_records,concept_label_group,relevance
0,unmapped,0.098,0.001,0.001,15991,0.001,0.001,10174877,unmapped,irrelevant
1,temperature_source_text,0.000,0.000,0.000,81,0.000,0.000,45388,infectiology,relevant
2,tracheostomy_size,0.000,0.000,0.000,7,0.000,0.000,1610,respiratory,relevant
3,gcs_motor,0.000,0.000,0.000,53,0.000,0.000,62069,neurology,relevant
4,gcs_eye,0.000,0.000,0.000,48,0.000,0.000,53993,neurology,relevant
5,gcs_verbal,0.000,0.000,0.000,51,0.000,0.000,51358,neurology,relevant
6,crrt_mode,0.000,0.000,0.000,30,0.000,0.000,277577,renal replacement therapy,relevant
7,type_administered_o2,0.017,0.005,0.008,379,0.005,0.005,71486,respiratory,relevant
8,restrictive_policy,0.000,0.000,0.000,28,0.000,0.000,11867,admission information,relevant
9,cam_icu_score,0.000,0.000,0.000,14,0.000,0.000,24017,clinical score,relevant
10,citrate_dosage_cvvh,0.000,0.000,0.000,7,0.000,0.000,6592,renal replacement therapy,relevant
11,pain_score_text,0.100,0.028,0.043,36,0.028,0.028,48330,clinical score,relevant
12,extravascular_lung_water_index,0.000,0.000,0.000,9,0.000,0.000,165,hemodynamics,relevant
13,global_end_diastolic_volume_index,0.014,0.111,0.026,9,0.111,0.111,154,hemodynamics,relevant
14,ntpro_bnp_unspecified,0.000,0.000,0.000,18,0.000,0.000,429,laboratory value,relevant
15,troponin_i_hs,0.000,0.000,0.000,7,0.000,0.000,933,laboratory value,relevant
16,nice_adm_source,0.000,0.000,0.000,14,0.000,0.000,7036,nice data,relevant
17,pain_score_bps,0.000,0.000,0.000,8,0.000,0.000,6377,clinical score,relevant
18,fluid_in_flush,0.000,0.000,0.000,149,0.000,0.000,1579,fluid balance,relevant
19,avpu_score_text,0.000,0.000,0.000,26,0.000,0.000,13553,clinical score,relevant
20,respiratory_rate_measured,0.000,0.000,0.000,4,0.000,0.000,132,respiratory,relevant
21,nice_covid19Status,0.000,0.000,0.000,5,0.000,0.000,2056,nice data,relevant
22,height_measured,0.000,0.000,0.000,25,0.000,0.000,760,demographics,relevant
23,cardiac_output_unspecified,0.000,0.000,0.000,10,0.000,0.000,338,hemodynamics,relevant
24,central_venous_pressure,0.000,0.000,0.000,6,0.000,0.000,206,hemodynamics,relevant
25,pulmonary_artery_pressure_diastolic,0.000,0.000,0.000,1,0.000,0.000,1,hemodynamics,relevant
26,pulmonary_artery_pressure_systolic,0.000,0.000,0.000,1,0.000,0.000,1,hemodynamics,relevant
27,pulmonary_artery_pressure_mean,0.000,0.000,0.000,2,0.000,0.000,65,hemodynamics,relevant
28,pulmonary_wedge_pressure,0.000,0.000,0.000,4,0.000,0.000,65,hemodynamics,relevant
29,heart_rhythm_text,0.000,0.000,0.000,335,0.000,0.000,148344,hemodynamics,relevant
30,fluid_out_emesis_retention,0.062,0.017,0.026,60,0.017,0.017,1882,fluid balance,relevant
31,systemic_vascular_resistance_index,0.000,0.000,0.000,6,0.000,0.000,120,hemodynamics,relevant
32,systemic_vascular_resistance,0.000,0.000,0.000,7,0.000,0.000,129,hemodynamics,relevant
33,fluid_out_cvvh_dialysis,0.000,0.000,0.000,33,0.000,0.000,371,fluid balance,relevant
34,stroke_volume_variation,0.000,0.000,0.000,7,0.000,0.000,222,hemodynamics,relevant
35,temperature_unspecified,0.000,0.000,0.000,32,0.000,0.000,1486,infectiology,relevant
36,temperature_core,0.000,0.000,0.000,10,0.000,0.000,224,infectiology,relevant
37,stroke_volume_calculated,0.000,0.000,0.000,10,0.000,0.000,96,hemodynamics,relevant
38,stroke_volume_index,0.000,0.000,0.000,10,0.000,0.000,184,hemodynamics,relevant
39,capillary_refill_text,0.000,0.000,0.000,26,0.000,0.000,2801,hemodynamics,relevant
40,respiratory_rate_set,0.000,0.000,0.000,12,0.000,0.000,37918,respiratory,relevant
41,fluid_out_defecation,0.167,0.020,0.036,49,0.020,0.020,4725,fluid balance,relevant
42,vent_mode_manual,0.000,0.000,0.000,5,0.000,0.000,118,respiratory,relevant
43,fluid_out_other,0.000,0.000,0.000,95,0.000,0.000,556,fluid balance,relevant
44,vent_mode,0.000,0.000,0.000,102,0.000,0.000,6567750,respiratory,relevant
45,pupil_reflex_left,0.000,0.000,0.000,23,0.000,0.000,49646,neurology,relevant
46,pupil_reflex_right,0.000,0.000,0.000,22,0.000,0.000,49405,neurology,relevant
47,fluid_out_drain,0.000,0.000,0.000,96,0.000,0.000,1959,fluid balance,relevant
48,rass_score,0.000,0.000,0.000,68,0.000,0.000,97737,neurology,relevant
49,pain_score_vas,0.000,0.000,0.000,19,0.000,0.000,10534,clinical score,relevant
50,fluid_out_flush,0.000,0.000,0.000,17,0.000,0.000,284,fluid balance,relevant
51,fibrinogen_unspecified,0.000,0.000,0.000,13,0.000,0.000,313,laboratory value,relevant
52,prothrombin_time_inr,0.000,0.000,0.000,24,0.000,0.000,448,laboratory value,relevant
53,d_dimer_unspecified,0.333,0.692,0.450,13,0.692,0.692,576,laboratory value,relevant
54,ammonia_unspecified,0.000,0.000,0.000,17,0.000,0.000,132,laboratory value,relevant
55,creatine_kinase_mb_activity,0.000,0.000,0.000,15,0.000,0.000,154,laboratory value,relevant
56,tobramycin_trough_level,0.000,0.000,0.000,6,0.000,0.000,29,laboratory value,relevant
57,tobramycin_peak_level,0.000,0.000,0.000,5,0.000,0.000,7,laboratory value,relevant
58,vancomycin_trough_level,0.000,0.000,0.000,15,0.000,0.000,232,laboratory value,relevant
59,gender_text,0.000,0.000,0.000,9,0.000,0.000,3069,demographics,relevant
60,cough_reflex_text,0.000,0.000,0.000,20,0.000,0.000,23875,respiratory,relevant
61,so2_arterial,0.000,0.000,0.000,10,0.000,0.000,229,laboratory value,relevant
62,po2_arterial,0.000,0.000,0.000,12,0.000,0.000,164,laboratory value,relevant
63,ph_arterial,0.000,0.000,0.000,12,0.000,0.000,5129,laboratory value,relevant
64,pco2_arterial,0.000,0.000,0.000,12,0.000,0.000,142,laboratory value,relevant
65,position_text,0.000,0.000,0.000,289,0.000,0.000,94157,position,relevant
66,cardiac_index_unspecified,0.000,0.000,0.000,18,0.000,0.000,418,hemodynamics,relevant
67,readmission_ic,0.000,0.000,0.000,9,0.000,0.000,3086,admission information,relevant
68,med_carbohydrates,0.000,0.000,0.000,105,0.000,0.000,26636,medication,relevant
69,med_amphotericin_b,0.000,0.000,0.000,23,0.000,0.000,4378,medication,relevant
