,concept_label,precision,recall,f1,support,accuracy,balanced_accuracy,num_records,concept_label_group,relevance
0,unmapped,0.194,0.001,0.003,12735,0.001,0.001,9276960,unmapped,irrelevant
1,temperature_source_text,0.000,0.000,0.000,37,0.000,0.000,24761,infectiology,relevant
2,tracheostomy_size,0.000,0.000,0.000,7,0.000,0.000,1610,respiratory,relevant
3,gcs_motor,0.000,0.000,0.000,30,0.000,0.000,52422,neurology,relevant
4,gcs_eye,0.000,0.000,0.000,25,0.000,0.000,49938,neurology,relevant
5,gcs_verbal,0.000,0.000,0.000,31,0.000,0.000,50567,neurology,relevant
6,crrt_mode,0.000,0.000,0.000,28,0.000,0.000,276853,renal replacement therapy,relevant
7,type_administered_o2,0.000,0.000,0.000,230,0.000,0.000,67062,respiratory,relevant
8,restrictive_policy,0.000,0.000,0.000,27,0.000,0.000,11862,admission information,relevant
9,cam_icu_score,0.000,0.000,0.000,14,0.000,0.000,24017,clinical score,relevant
10,citrate_dosage_cvvh,0.000,0.000,0.000,7,0.000,0.000,6592,renal replacement therapy,relevant
11,pain_score_text,0.100,0.045,0.063,22,0.045,0.045,47283,clinical score,relevant
12,extravascular_lung_water_index,0.000,0.000,0.000,9,0.000,0.000,165,hemodynamics,relevant
13,global_end_diastolic_volume_index,0.000,0.000,0.000,9,0.000,0.000,154,hemodynamics,relevant
14,ntpro_bnp_unspecified,0.000,0.000,0.000,18,0.000,0.000,429,laboratory value,relevant
15,troponin_i_hs,0.000,0.000,0.000,6,0.000,0.000,932,laboratory value,relevant
16,pain_score_bps,0.000,0.000,0.000,8,0.000,0.000,6377,clinical score,relevant
17,fluid_in_flush,0.000,0.000,0.000,131,0.000,0.000,1497,fluid balance,relevant
18,avpu_score_text,0.000,0.000,0.000,10,0.000,0.000,2197,clinical score,relevant
19,respiratory_rate_measured,0.000,0.000,0.000,4,0.000,0.000,132,respiratory,relevant
20,nice_covid19Status,0.000,0.000,0.000,5,0.000,0.000,2056,nice data,relevant
21,height_measured,0.000,0.000,0.000,25,0.000,0.000,760,demographics,relevant
22,cardiac_output_unspecified,0.000,0.000,0.000,10,0.000,0.000,338,hemodynamics,relevant
23,central_venous_pressure,0.000,0.000,0.000,6,0.000,0.000,206,hemodynamics,relevant
24,pulmonary_artery_pressure_diastolic,0.000,0.000,0.000,1,0.000,0.000,1,hemodynamics,relevant
25,pulmonary_artery_pressure_systolic,0.000,0.000,0.000,1,0.000,0.000,1,hemodynamics,relevant
26,pulmonary_artery_pressure_mean,0.000,0.000,0.000,2,0.000,0.000,65,hemodynamics,relevant
27,pulmonary_wedge_pressure,0.000,0.000,0.000,4,0.000,0.000,65,hemodynamics,relevant
28,heart_rhythm_text,0.000,0.000,0.000,269,0.000,0.000,129069,hemodynamics,relevant
