concept_label_group,accuracy,precision,recall,f1,num_records,support,group_count
unmapped,0.9273441515529774,0.783905406244181,0.9273441515529774,0.8496131853346787,12433075,27238,1
medication,0.8559642488827776,0.8391836122890077,0.8559642488827776,0.8391037056643178,1047207,8727,742
laboratory value,0.3248794801928317,0.5696122039072616,0.3248794801928317,0.36617129875658744,185955,4771,312
respiratory,0.6647361647361647,0.8279945340171896,0.6647361647361647,0.6923501823527255,14225338,4662,98
fluid balance,0.4678141135972461,0.6289316598657841,0.4678141135972461,0.5238265264756257,87822,2905,25
hemodynamics,0.8169518503780342,0.8836186649195271,0.8169518503780342,0.8438806003264608,3571210,2513,59
neurology,0.5432692307692307,0.6696888045466751,0.5432692307692307,0.5862367932118009,568375,624,14
clinical score,0.6204379562043796,0.7155370228899642,0.6204379562043796,0.6247796980119611,212490,411,29
infectiology,0.625,0.6640666173682745,0.625,0.623189155816271,125069,384,30
position,0.5956112852664577,0.8877979535103804,0.5956112852664577,0.7129286596371236,123165,319,4
nice data,0.12727272727272726,0.24813852813852816,0.12727272727272726,0.15403509621691439,51462,275,59
demographics,0.5421052631578948,0.6622941250236233,0.5421052631578948,0.5568105212687257,7721,190,11
renal replacement therapy,0.2,0.2904153817197295,0.2,0.22678552235171057,2370085,165,30
lda,0.6274509803921569,0.5214233841684822,0.6274509803921569,0.5596557808182695,2204,102,7
admission information,0.06557377049180328,0.05958660014255168,0.06557377049180328,0.060591449694631955,16559,61,9
sofa score,0.4782608695652174,0.384963768115942,0.4782608695652174,0.38913043478260867,102617,46,19
