concept_label_group,accuracy,precision,recall,f1,num_records,support,group_count
unmapped,0.002138676271949572,0.10795454545454546,0.002138676271949572,0.0041942604856512146,10796604,17768,1
medication,0.004974548819990745,0.01240606654721176,0.004974548819990745,0.005432328127997661,1010206,8644,742
laboratory value,0.016066983480425436,0.07259847018226018,0.016066983480425436,0.017772999184294022,174546,4419,311
respiratory,0.011639849366655255,0.03603482453124496,0.011639849366655255,0.012233072091070345,14027202,2921,98
fluid balance,0.008366678792288106,0.049405662310277536,0.008366678792288106,0.010864099622587829,77187,2749,25
hemodynamics,0.0030864197530864196,0.007870472722210965,0.0030864197530864196,0.003652593314988642,3136538,1296,59
neurology,0.0,0.0,0.0,0.0,530659,544,14
infectiology,0.005813953488372093,0.005135658914728682,0.005813953488372093,0.005430013163668276,101700,344,30
clinical score,0.002932551319648094,0.03167155425219942,0.002932551319648094,0.005368060042745663,184584,341,28
position,0.0,0.0,0.0,0.0,103344,305,3
nice data,0.051094890510948905,0.03401194766937822,0.051094890510948905,0.03388637942845837,51373,274,59
demographics,0.028089887640449437,0.10933448573898011,0.028089887640449437,0.02773319065453897,7490,178,11
renal replacement therapy,0.0,0.0,0.0,0.0,2367952,152,28
lda,0.019801980198019802,0.0924092409240924,0.019801980198019802,0.0326150262085032,2199,101,7
admission information,0.0,0.0,0.0,0.0,16470,58,9
sofa score,0.0,0.0,0.0,0.0,95967,37,15
