,overall,relevant,irrelevant
1,0.7654108747550319,0.7461505402606159,0.783905406244181
2,0.9145929467844132,0.8829331968256822,0.9453820511462403
3,1.0076192962406187,0.9414693959578166,1.075403192795289
4,1.0785393223725583,0.9883978222955524,1.1745484919405882
5,1.144526760401103,1.0210412740635244,1.2825030373951336
6,1.1954819000996686,1.0355230877910604,1.3808636931328384
7,1.248187181183246,1.0540899592320307,1.4792243488705434
8,1.2910899168772982,1.063455600957057,1.5674596429881904
9,1.375747992552005,1.067504590079417,1.7610080300849646
10,1.4053796284089735,1.081039343009153,1.812290081367016
