,concept_label,precision,recall,f1,support,accuracy,balanced_accuracy,num_records,concept_label_group,relevance
0,unmapped,0.130,0.010,0.019,23520,0.010,0.010,11912538,unmapped,irrelevant
1,temperature_source_text,0.030,0.034,0.032,149,0.034,0.034,90056,infectiology,relevant
2,tracheostomy_size,0.012,0.143,0.022,7,0.143,0.143,1610,respiratory,relevant
3,gcs_motor,0.009,0.011,0.010,91,0.011,0.011,71145,neurology,relevant
4,gcs_eye,0.028,0.042,0.034,72,0.042,0.042,69303,neurology,relevant
5,gcs_verbal,0.029,0.038,0.033,80,0.038,0.038,64968,neurology,relevant
6,crrt_mode,0.047,0.156,0.072,32,0.156,0.156,277801,renal replacement therapy,relevant
7,type_administered_o2,0.150,0.106,0.124,631,0.106,0.106,129164,respiratory,relevant
8,restrictive_policy,0.000,0.000,0.000,28,0.000,0.000,11867,admission information,relevant
9,cam_icu_score,0.000,0.000,0.000,15,0.000,0.000,27071,clinical score,relevant
10,citrate_dosage_cvvh,0.000,0.000,0.000,9,0.000,0.000,6781,renal replacement therapy,relevant
11,pain_score_text,0.111,0.053,0.072,94,0.053,0.053,55159,clinical score,relevant
12,extravascular_lung_water_index,0.000,0.000,0.000,11,0.000,0.000,250,hemodynamics,relevant
13,global_end_diastolic_volume_index,0.048,0.091,0.062,11,0.091,0.091,239,hemodynamics,relevant
14,ntpro_bnp_unspecified,0.000,0.000,0.000,18,0.000,0.000,429,laboratory value,relevant
15,troponin_i_hs,0.000,0.000,0.000,7,0.000,0.000,933,laboratory value,relevant
16,nice_adm_source,0.000,0.000,0.000,14,0.000,0.000,7036,nice data,relevant
17,pain_score_bps,0.000,0.000,0.000,8,0.000,0.000,6377,clinical score,relevant
18,fluid_in_flush,0.450,0.171,0.248,158,0.171,0.171,1691,fluid balance,relevant
19,avpu_score_text,0.014,0.075,0.023,40,0.075,0.075,14250,clinical score,relevant
20,respiratory_rate_measured,0.000,0.000,0.000,4,0.000,0.000,132,respiratory,relevant
21,nice_covid19Status,0.000,0.000,0.000,5,0.000,0.000,2056,nice data,relevant
22,height_measured,0.000,0.000,0.000,27,0.000,0.000,872,demographics,relevant
23,cardiac_output_unspecified,0.091,0.100,0.095,10,0.100,0.100,338,hemodynamics,relevant
24,central_venous_pressure,0.031,0.167,0.053,6,0.167,0.167,206,hemodynamics,relevant
25,pulmonary_artery_pressure_diastolic,0.000,0.000,0.000,1,0.000,0.000,1,hemodynamics,relevant
