concept_label_group,accuracy,precision,recall,f1,num_records,support,group_count
unmapped,0.001,0.194,0.001,0.003,9276960,12735,1
medication,0.000,0.000,0.000,0.000,841816,7924,731
laboratory value,0.002,0.008,0.002,0.002,158023,3589,306
fluid balance,0.001,0.013,0.001,0.002,62250,2214,23
respiratory,0.000,0.000,0.000,0.000,13910072,1286,91
hemodynamics,0.000,0.000,0.000,0.000,1430343,677,55
nice data,0.004,0.025,0.004,0.007,43274,231,52
position,0.000,0.000,0.000,0.000,76446,229,3
neurology,0.000,0.000,0.000,0.000,358122,204,13
clinical score,0.005,0.011,0.005,0.007,146840,203,28
infectiology,0.000,0.000,0.000,0.000,53728,197,28
renal replacement therapy,0.007,0.027,0.007,0.011,2366832,147,27
demographics,0.000,0.000,0.000,0.000,6226,133,11
lda,0.011,0.011,0.011,0.011,1832,88,7
admission information,0.000,0.000,0.000,0.000,16464,56,8
sofa score,0.000,0.000,0.000,0.000,88362,25,8
