,concept_label,precision,recall,f1,support,accuracy,balanced_accuracy,num_records,concept_label_group,relevance
0,unmapped,0.784,0.927,0.850,27238,0.927,0.927,12433075,unmapped,irrelevant
1,temperature_source_text,0.945,0.805,0.870,149,0.805,0.805,90056,infectiology,relevant
2,tracheostomy_size,0.000,0.000,0.000,7,0.000,0.000,1610,respiratory,relevant
3,gcs_motor,0.553,0.516,0.534,91,0.516,0.516,71145,neurology,relevant
4,gcs_eye,0.620,0.681,0.649,72,0.681,0.681,69303,neurology,relevant
5,gcs_verbal,0.896,0.538,0.672,80,0.538,0.538,64968,neurology,relevant
6,crrt_mode,0.435,0.312,0.364,32,0.312,0.312,277801,renal replacement therapy,relevant
7,type_administered_o2,0.820,0.431,0.565,657,0.431,0.431,145564,respiratory,relevant
8,restrictive_policy,0.087,0.071,0.078,28,0.071,0.071,11867,admission information,relevant
9,cam_icu_score,0.647,0.733,0.688,15,0.733,0.733,27071,clinical score,relevant
10,citrate_dosage_cvvh,1.000,0.444,0.615,9,0.444,0.444,6781,renal replacement therapy,relevant
11,pain_score_text,0.952,0.408,0.571,98,0.408,0.408,55166,clinical score,relevant
12,extravascular_lung_water_index,0.667,0.727,0.696,11,0.727,0.727,250,hemodynamics,relevant
13,global_end_diastolic_volume_index,1.000,0.545,0.706,11,0.545,0.545,239,hemodynamics,relevant
14,ntpro_bnp_unspecified,0.615,0.889,0.727,18,0.889,0.889,429,laboratory value,relevant
15,troponin_i_hs,0.000,0.000,0.000,7,0.000,0.000,933,laboratory value,relevant
16,nice_adm_source,0.000,0.000,0.000,14,0.000,0.000,7036,nice data,relevant
17,pain_score_bps,0.000,0.000,0.000,8,0.000,0.000,6377,clinical score,relevant
18,fluid_in_flush,0.621,0.259,0.366,158,0.259,0.259,1691,fluid balance,relevant
19,avpu_score_text,0.618,0.791,0.694,43,0.791,0.791,28407,clinical score,relevant
20,respiratory_rate_measured,0.000,0.000,0.000,4,0.000,0.000,132,respiratory,relevant
21,nice_covid19Status,0.000,0.000,0.000,5,0.000,0.000,2056,nice data,relevant
22,height_measured,0.628,1.000,0.771,27,1.000,1.000,872,demographics,relevant
23,cardiac_output_unspecified,0.571,0.400,0.471,10,0.400,0.400,338,hemodynamics,relevant
24,central_venous_pressure,0.385,0.833,0.526,6,0.833,0.833,206,hemodynamics,relevant
25,pulmonary_artery_pressure_diastolic,0.000,0.000,0.000,1,0.000,0.000,1,hemodynamics,relevant
26,pulmonary_artery_pressure_systolic,0.000,0.000,0.000,1,0.000,0.000,1,hemodynamics,relevant
27,pulmonary_artery_pressure_mean,0.000,0.000,0.000,2,0.000,0.000,65,hemodynamics,relevant
28,pulmonary_wedge_pressure,1.000,0.400,0.571,5,0.400,0.400,90,hemodynamics,relevant
29,heart_rhythm_text,0.872,0.855,0.863,1113,0.855,0.855,551138,hemodynamics,relevant
30,fluid_out_emesis_retention,0.700,0.452,0.549,62,0.452,0.452,10829,fluid balance,relevant
31,systemic_vascular_resistance_index,1.000,0.375,0.545,8,0.375,0.375,217,hemodynamics,relevant
32,systemic_vascular_resistance,1.000,0.778,0.875,9,0.778,0.778,200,hemodynamics,relevant
33,fluid_out_cvvh_dialysis,0.600,0.091,0.158,33,0.091,0.091,371,fluid balance,relevant
34,stroke_volume_variation,1.000,0.600,0.750,10,0.600,0.600,423,hemodynamics,relevant
35,temperature_unspecified,0.370,0.531,0.436,32,0.531,0.531,1486,infectiology,relevant
36,temperature_core,1.000,1.000,1.000,10,1.000,1.000,224,infectiology,relevant
37,stroke_volume_calculated,0.727,0.615,0.667,13,0.615,0.615,323,hemodynamics,relevant
38,stroke_volume_index,1.000,0.462,0.632,13,0.462,0.462,407,hemodynamics,relevant
39,capillary_refill_text,0.658,0.893,0.758,28,0.893,0.893,2927,hemodynamics,relevant
40,respiratory_rate_set,0.714,0.357,0.476,14,0.357,0.357,38002,respiratory,relevant
41,fluid_out_defecation,0.448,0.255,0.325,51,0.255,0.255,4801,fluid balance,relevant
42,vent_mode_manual,0.000,0.000,0.000,5,0.000,0.000,118,respiratory,relevant
43,fluid_out_other,0.838,0.295,0.437,105,0.295,0.295,590,fluid balance,relevant
44,vent_mode,0.610,0.324,0.424,111,0.324,0.324,6617411,respiratory,relevant
45,pupil_reflex_left,0.680,0.630,0.654,27,0.630,0.630,55045,neurology,relevant
46,pupil_reflex_right,0.548,0.654,0.596,26,0.654,0.654,54741,neurology,relevant
47,fluid_out_drain,0.586,0.510,0.545,100,0.510,0.510,2135,fluid balance,relevant
48,rass_score,0.803,0.629,0.705,97,0.629,0.629,108312,neurology,relevant
49,pain_score_vas,0.643,0.947,0.766,19,0.947,0.947,10534,clinical score,relevant
50,fluid_out_flush,0.000,0.000,0.000,18,0.000,0.000,329,fluid balance,relevant
51,fibrinogen_unspecified,0.867,1.000,0.929,13,1.000,1.000,313,laboratory value,relevant
52,prothrombin_time_inr,0.700,0.560,0.622,25,0.560,0.560,489,laboratory value,relevant
53,d_dimer_unspecified,0.000,0.000,0.000,13,0.000,0.000,576,laboratory value,relevant
54,ammonia_unspecified,0.667,0.824,0.737,17,0.824,0.824,132,laboratory value,relevant
55,creatine_kinase_mb_activity,0.000,0.000,0.000,15,0.000,0.000,154,laboratory value,relevant
56,tobramycin_trough_level,0.000,0.000,0.000,6,0.000,0.000,29,laboratory value,relevant
57,tobramycin_peak_level,0.000,0.000,0.000,5,0.000,0.000,7,laboratory value,relevant
58,vancomycin_trough_level,0.000,0.000,0.000,15,0.000,0.000,232,laboratory value,relevant
59,gender_text,1.000,0.636,0.778,11,0.636,0.636,3187,demographics,relevant
60,cough_reflex_text,0.800,0.500,0.615,24,0.500,0.500,25987,respiratory,relevant
61,so2_arterial,0.667,0.182,0.286,11,0.182,0.182,2066,laboratory value,relevant
62,po2_arterial,0.222,0.167,0.190,12,0.167,0.167,164,laboratory value,relevant
63,ph_arterial,0.273,0.250,0.261,12,0.250,0.250,5129,laboratory value,relevant
64,pco2_arterial,1.000,0.167,0.286,12,0.167,0.167,142,laboratory value,relevant
65,position_text,0.896,0.601,0.720,316,0.601,0.601,122052,position,relevant
66,cardiac_index_unspecified,0.850,0.895,0.872,19,0.895,0.895,478,hemodynamics,relevant
67,readmission_ic,0.000,0.000,0.000,9,0.000,0.000,3086,admission information,relevant
68,med_carbohydrates,0.642,0.838,0.727,105,0.838,0.838,26636,medication,relevant
69,med_amphotericin_b,0.880,0.957,0.917,23,0.957,0.957,4378,medication,relevant
70,med_piritramide,1.000,0.923,0.960,13,0.923,0.923,129,medication,relevant
71,med_midazolam,0.940,0.907,0.923,86,0.907,0.907,35161,medication,relevant
72,med_morphine,0.849,0.886,0.867,70,0.886,0.886,5242,medication,relevant
73,med_insulin_aspart,0.933,0.933,0.933,105,0.933,0.933,40587,medication,relevant
74,med_bisoprolol,1.000,0.933,0.966,30,0.933,0.933,360,medication,relevant
75,med_risperidone,1.000,1.000,1.000,16,1.000,1.000,153,medication,relevant
76,med_fluvastatin,0.000,0.000,0.000,7,0.000,0.000,43,medication,relevant
77,med_candesartan,0.750,1.000,0.857,18,1.000,1.000,137,medication,relevant
78,med_sulfamethoxazole_and_trimethoprim,0.904,0.979,0.940,48,0.979,0.979,1462,medication,relevant
79,med_losartan,1.000,1.000,1.000,26,1.000,1.000,391,medication,relevant
80,med_sodium_lauryl_sulfoacetate_incl_combinations,1.000,0.833,0.909,12,0.833,0.833,60,medication,relevant
81,med_carbasalate_calcium,0.784,1.000,0.879,29,1.000,1.000,866,medication,relevant
82,med_clonidine,0.917,1.000,0.957,55,1.000,1.000,5044,medication,relevant
83,med_aciclovir,0.706,0.727,0.716,33,0.727,0.727,1112,medication,relevant
84,med_thiamine_(vit_b1),0.944,1.000,0.971,51,1.000,1.000,2212,medication,relevant
85,med_venlafaxine,0.889,1.000,0.941,16,1.000,1.000,188,medication,relevant
86,med_calcium_combinations_with_vitamin_d_and/or_other_drugs,0.969,0.939,0.954,33,0.939,0.939,797,medication,relevant
87,med_general_nutrients,0.500,0.643,0.563,129,0.643,0.643,46632,medication,relevant
88,med_sulfonamides_and_trimethoprim,0.000,0.000,0.000,2,0.000,0.000,103,medication,relevant
89,med_artificial_tears_and_other_indifferent_preparations,0.882,0.759,0.816,79,0.759,0.759,22325,medication,relevant
90,med_ticagrelor,1.000,1.000,1.000,18,1.000,1.000,377,medication,relevant
91,med_sodium_chloride,1.000,0.200,0.333,20,0.200,0.200,2097,medication,relevant
92,med_promethazine,0.743,0.963,0.839,27,0.963,0.963,477,medication,relevant
93,med_vancomycin,0.686,0.828,0.750,29,0.828,0.828,2447,medication,relevant
94,med_cefuroxime,0.882,0.857,0.870,35,0.857,0.857,3359,medication,relevant
95,med_insulins_and_analogues,0.000,0.000,0.000,2,0.000,0.000,94,medication,relevant
96,med_metamizole_sodium,1.000,1.000,1.000,17,1.000,1.000,890,medication,relevant
