,concept_label,precision,recall,f1,support,accuracy,balanced_accuracy,num_records,concept_label_group,relevance
0,unmapped,0.108,0.002,0.004,17768,0.002,0.002,10796604,unmapped,irrelevant
1,temperature_source_text,0.000,0.000,0.000,124,0.000,0.000,72037,infectiology,relevant
2,tracheostomy_size,0.000,0.000,0.000,7,0.000,0.000,1610,respiratory,relevant
3,gcs_motor,0.000,0.000,0.000,84,0.000,0.000,70607,neurology,relevant
4,gcs_eye,0.000,0.000,0.000,62,0.000,0.000,61242,neurology,relevant
5,gcs_verbal,0.000,0.000,0.000,76,0.000,0.000,62354,neurology,relevant
6,crrt_mode,0.000,0.000,0.000,30,0.000,0.000,277577,renal replacement therapy,relevant
7,type_administered_o2,0.010,0.005,0.006,438,0.005,0.005,72201,respiratory,relevant
8,restrictive_policy,0.000,0.000,0.000,28,0.000,0.000,11867,admission information,relevant
9,cam_icu_score,0.000,0.000,0.000,15,0.000,0.000,27071,clinical score,relevant
10,citrate_dosage_cvvh,0.000,0.000,0.000,7,0.000,0.000,6592,renal replacement therapy,relevant
11,pain_score_text,0.200,0.019,0.034,54,0.019,0.019,53267,clinical score,relevant
12,extravascular_lung_water_index,0.000,0.000,0.000,9,0.000,0.000,165,hemodynamics,relevant
13,global_end_diastolic_volume_index,0.000,0.000,0.000,10,0.000,0.000,225,hemodynamics,relevant
14,ntpro_bnp_unspecified,0.000,0.000,0.000,18,0.000,0.000,429,laboratory value,relevant
15,troponin_i_hs,0.000,0.000,0.000,7,0.000,0.000,933,laboratory value,relevant
16,nice_adm_source,0.000,0.000,0.000,14,0.000,0.000,7036,nice data,relevant
17,pain_score_bps,0.000,0.000,0.000,8,0.000,0.000,6377,clinical score,relevant
18,fluid_in_flush,0.400,0.013,0.025,156,0.013,0.013,1637,fluid balance,relevant
19,avpu_score_text,0.000,0.000,0.000,34,0.000,0.000,14207,clinical score,relevant
20,respiratory_rate_measured,0.000,0.000,0.000,4,0.000,0.000,132,respiratory,relevant
21,nice_covid19Status,0.000,0.000,0.000,5,0.000,0.000,2056,nice data,relevant
22,height_measured,0.000,0.000,0.000,25,0.000,0.000,760,demographics,relevant
23,cardiac_output_unspecified,0.500,0.100,0.167,10,0.100,0.100,338,hemodynamics,relevant
24,central_venous_pressure,0.000,0.000,0.000,6,0.000,0.000,206,hemodynamics,relevant
25,pulmonary_artery_pressure_diastolic,0.000,0.000,0.000,1,0.000,0.000,1,hemodynamics,relevant
26,pulmonary_artery_pressure_systolic,0.000,0.000,0.000,1,0.000,0.000,1,hemodynamics,relevant
27,pulmonary_artery_pressure_mean,0.000,0.000,0.000,2,0.000,0.000,65,hemodynamics,relevant
28,pulmonary_wedge_pressure,0.000,0.000,0.000,4,0.000,0.000,65,hemodynamics,relevant
