concept_label_group,accuracy,precision,recall,f1,num_records,support,group_count
unmapped,0.0014134275618374558,0.19354838709677422,0.0014134275618374558,0.002806361085126286,9276960,12735,1
medication,0.0002523977788995457,3.0914863557249693e-06,0.0002523977788995457,6.108157138450544e-06,841816,7924,731
laboratory value,0.0016717748676511562,0.007634427390295081,0.0016717748676511562,0.0023627432182424498,158023,3589,306
fluid balance,0.0009033423667570009,0.013262708384659604,0.0009033423667570009,0.001505861261958823,62250,2214,23
respiratory,0.0,0.0,0.0,0.0,13910072,1286,91
hemodynamics,0.0,0.0,0.0,0.0,1430343,677,55
nice data,0.004329004329004329,0.02453102453102453,0.004329004329004329,0.00735930735930736,43274,231,52
position,0.0,0.0,0.0,0.0,76446,229,3
neurology,0.0,0.0,0.0,0.0,358122,204,13
clinical score,0.0049261083743842365,0.010837438423645322,0.0049261083743842365,0.006773399014778326,146840,203,28
infectiology,0.0,0.0,0.0,0.0,53728,197,28
renal replacement therapy,0.006802721088435374,0.027210884353741496,0.006802721088435374,0.0108843537414966,2366832,147,27
demographics,0.0,0.0,0.0,0.0,6226,133,11
lda,0.011363636363636364,0.011363636363636364,0.011363636363636364,0.011363636363636364,1832,88,7
admission information,0.0,0.0,0.0,0.0,16464,56,8
sofa score,0.0,0.0,0.0,0.0,88362,25,8
